t_h,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,xmv_12,operator_phase
4.143,0.250116,3651.791101,4526.923535,9.326283,26.739264,42.472604,2696.726243,72.48179,120.425767,0.329622,80.309069,50.224581,2625.483789,25.092524,49.752547,3092.682221,22.993671,65.932947,228.05872,341.391263,94.579993,77.30728,31.812566,9.206376,25.947787,6.558296,18.500306,1.724506,32.748988,14.348341,23.666593,1.166033,18.544938,2.388407,4.856764,2.302381,0.004887,0.797962,0.093691,54.007929,43.528051,63.05263,53.979707,24.643558,61.301921,22.21,39.232624,38.324581,46.252547,47.445735,41.105813,18.113491,50.0,Stable
4.157,0.250758,3682.425173,4509.876774,9.366682,26.812859,42.308957,2696.636004,71.25685,120.432532,0.326747,80.340052,48.706916,2625.623227,25.260747,49.253339,3092.902658,22.357969,65.943144,227.852887,340.981444,94.604076,77.300259,31.812566,9.206376,25.947787,6.558296,18.500306,1.724506,32.748988,14.348341,23.666593,1.166033,18.544938,2.388407,4.856764,2.302381,0.004887,0.797962,0.093691,54.007929,43.528051,63.05263,53.979707,24.643558,61.301921,22.21,39.2236,36.806916,45.753339,47.445735,41.105813,18.113491,50.0,Stable
4.171,0.250577,3664.983072,4483.913998,9.312598,26.877893,42.330093,2696.859646,71.367993,120.433446,0.329991,80.336319,49.492848,2625.442662,24.427601,48.970994,3092.347812,23.020234,65.935431,228.643364,341.264183,94.58942,77.294653,31.812566,9.206376,25.947787,6.558296,18.500306,1.724506,32.748988,14.348341,23.666593,1.166033,18.544938,2.388407,4.856764,2.302381,0.004887,0.797962,0.093691,54.007929,43.528051,63.05263,53.979707,24.643558,61.301921,22.21,39.245965,37.592848,45.470994,47.445735,41.105813,18.113491,50.0,Stable
4.185,0.251071,3657.9648,4520.535206,9.326532,26.954319,42.17374,2696.313825,71.939953,120.420824,0.32964,80.322768,50.728164,2625.03911,25.342365,51.311079,3092.788711,22.924755,65.918249,229.527722,341.453818,94.608523,77.302963,31.812566,9.206376,25.947787,6.558296,18.500306,1.724506,32.748988,14.348341,23.666593,1.166033,18.544938,2.388407,4.856764,2.302381,0.004887,0.797962,0.093691,54.007929,43.528051,63.05263,53.979707,24.643558,61.301921,22.21,39.191383,38.828164,47.811079,47.445735,41.105813,18.113491,50.0,Stable
4.199,0.250142,3683.870355,4493.240399,9.370983,27.514807,42.097065,2696.319838,71.599118,120.428107,0.33026,80.313517,49.653508,2625.459372,25.21086,51.430285,3092.747916,22.512652,65.92422,228.492642,341.419978,94.603886,77.29769,31.812566,9.206376,25.947787,6.558296,18.500306,1.724506,32.748988,14.348341,23.666593,1.166033,18.544938,2.388407,4.856764,2.302381,0.004887,0.797962,0.093691,54.007929,43.528051,63.05263,53.979707,24.643558,61.301921,22.21,39.191984,37.753508,47.930285,47.445735,41.105813,18.113491,50.0,Stable
4.213,0.250147,3626.742127,4520.464449,9.410932,26.713808,42.300003,2696.218992,72.183262,120.420716,0.331687,80.329812,50.237149,2626.302828,25.328524,51.509943,3092.899949,22.734367,65.947837,229.387228,341.707551,94.614881,77.298634,31.869203,9.203129,25.966552,6.889403,18.696516,1.692594,32.970788,14.579622,23.609982,1.216632,18.211456,2.339881,4.936953,2.256376,0.004887,0.797962,0.093691,54.007929,43.528051,63.05263,53.979707,24.643558,61.301921,22.21,39.181899,38.337149,48.009943,47.445735,41.105813,18.113491,50.0,Stable
4.226,0.252082,3683.969876,4544.604116,9.385105,27.186197,42.40388,2696.777206,72.025427,120.448947,0.330753,80.31927,50.46693,2625.582906,24.611633,49.519383,3093.701386,23.328732,65.930031,227.83843,341.407542,94.591107,77.298399,31.869203,9.203129,25.966552,6.889403,18.696516,1.692594,32.970788,14.579622,23.609982,1.216632,18.211456,2.339881,4.936953,2.256376,0.004887,0.797962,0.093691,54.007929,43.528051,63.05263,53.979707,24.643558,61.301921,22.21,39.237721,38.56693,46.019383,47.445735,41.105813,18.113491,50.0,Stable
4.24,0.249182,3641.459172,4528.521467,9.319003,26.648823,42.172143,2696.579637,71.982364,120.439205,0.327668,80.337758,49.31682,2625.773451,25.268202,50.410491,3093.248117,23.658971,65.928148,228.229664,341.371905,94.609028,77.287851,31.869203,9.203129,25.966552,6.889403,18.696516,1.692594,32.970788,14.579622,23.609982,1.216632,18.211456,2.339881,4.936953,2.256376,0.004887,0.797962,0.093691,54.007929,43.528051,63.05263,53.979707,24.643558,61.301921,22.21,39.217964,37.41682,46.910491,47.445735,41.105813,18.113491,50.0,Stable
4.254,0.249126,3674.57051,4513.677762,9.253443,26.979519,42.314324,2696.043488,70.78253,120.440934,0.330767,80.3316,50.927032,2625.994584,24.827948,51.659659,3093.303055,23.009391,65.911028,227.411441,341.428399,94.601495,77.316001,31.869203,9.203129,25.966552,6.889403,18.696516,1.692594,32.970788,14.579622,23.609982,1.216632,18.211456,2.339881,4.936953,2.256376,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.164349,39.027032,48.159659,47.445735,41.105813,18.113491,50.0,Stable
4.268,0.250941,3631.798718,4523.853699,9.377572,27.030768,42.219392,2696.849778,71.804231,120.429107,0.329841,80.323221,49.851475,2625.118304,24.706097,50.016201,3093.117335,23.009736,65.930282,230.843081,341.3798,94.614932,77.298649,31.869203,9.203129,25.966552,6.889403,18.696516,1.692594,32.970788,14.579622,23.609982,1.216632,18.211456,2.339881,4.936953,2.256376,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.244978,37.951475,46.516201,47.445735,41.105813,18.113491,50.0,Stable
4.282,0.250418,3677.362798,4480.65995,9.262043,26.813688,42.348951,2696.795716,72.411714,120.438953,0.332107,80.312557,50.746613,2625.718487,24.845822,50.613694,3092.319826,23.320642,65.943061,229.196142,341.682137,94.600756,77.279575,31.869203,9.203129,25.966552,6.889403,18.696516,1.692594,32.970788,14.579622,23.609982,1.216632,18.211456,2.339881,4.936953,2.256376,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.239572,38.846613,47.113694,47.445735,41.105813,18.113491,50.0,Stable
4.296,0.251436,3665.885861,4506.280655,9.355254,26.968353,42.171695,2696.374196,71.949575,120.424771,0.329623,80.326677,50.164713,2624.881221,25.431885,49.353175,3092.878555,22.665355,65.953402,228.547045,341.548193,94.593797,77.303187,31.869203,9.203129,25.966552,6.889403,18.696516,1.692594,32.970788,14.579622,23.609982,1.216632,18.211456,2.339881,4.936953,2.256376,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.19742,38.264713,45.853175,47.445735,41.105813,18.113491,50.0,Stable
4.309,0.250053,3663.5464,4530.879855,9.409169,26.97422,42.273079,2696.937255,72.255219,120.427104,0.329017,80.333099,47.724871,2625.719121,24.955291,49.166248,3092.609503,23.009817,65.943815,229.985457,341.599572,94.611303,77.281332,31.904151,9.264606,25.696275,6.80792,18.446488,1.746613,32.968322,14.372946,23.900133,1.220842,18.116785,2.323004,4.901816,2.358461,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.253725,35.824871,45.666248,47.445735,41.105813,18.113491,50.0,Stable
4.323,0.249827,3665.650762,4472.939769,9.342645,27.34603,41.985638,2696.411688,72.184564,120.449771,0.329261,80.322631,49.367205,2624.855963,25.53946,50.740928,3092.962841,22.715316,65.91258,227.723396,341.410229,94.599057,77.308817,31.904151,9.264606,25.696275,6.80792,18.446488,1.746613,32.968322,14.372946,23.900133,1.220842,18.116785,2.323004,4.901816,2.358461,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.201169,37.467205,47.240928,47.445735,41.105813,18.113491,50.0,Stable
4.337,0.24998,3656.276609,4550.501635,9.311424,26.924067,42.337188,2696.14929,71.81099,120.439535,0.331055,80.327494,49.09925,2625.913836,25.402838,51.502532,3092.922693,22.761638,65.921887,228.810789,341.317868,94.604341,77.2943,31.904151,9.264606,25.696275,6.80792,18.446488,1.746613,32.968322,14.372946,23.900133,1.220842,18.116785,2.323004,4.901816,2.358461,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.174929,37.19925,48.002532,47.445735,41.105813,18.113491,50.0,Stable
4.351,0.252611,3666.92394,4516.065455,9.353005,26.853938,42.436116,2696.971055,72.009366,120.413858,0.331583,80.325092,49.668623,2625.807651,24.877652,48.291845,3093.028223,23.185258,65.929396,227.209074,341.46815,94.604653,77.305281,31.904151,9.264606,25.696275,6.80792,18.446488,1.746613,32.968322,14.372946,23.900133,1.220842,18.116785,2.323004,4.901816,2.358461,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.257105,37.768623,44.791845,47.445735,41.105813,18.113491,50.0,Stable
4.365,0.250221,3657.092756,4540.131228,9.35489,27.080762,42.441352,2696.410739,72.154754,120.430294,0.329645,80.324108,49.785822,2625.688889,24.841678,48.864672,3092.660855,23.007468,65.93481,229.515942,341.203033,94.597495,77.30926,31.904151,9.264606,25.696275,6.80792,18.446488,1.746613,32.968322,14.372946,23.900133,1.220842,18.116785,2.323004,4.901816,2.358461,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.201074,37.885822,45.364672,47.445735,41.105813,18.113491,50.0,Stable
4.379,0.249459,3660.105672,4502.973595,9.344603,26.532893,42.096466,2696.518948,72.180052,120.425245,0.331438,80.31484,50.677622,2625.178992,24.741455,50.377685,3093.386447,22.682665,65.939161,230.411496,341.338648,94.607911,77.285661,31.904151,9.264606,25.696275,6.80792,18.446488,1.746613,32.968322,14.372946,23.900133,1.220842,18.116785,2.323004,4.901816,2.358461,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.211895,38.777622,46.877685,47.445735,41.105813,18.113491,50.0,Stable
4.392,0.249508,3635.598711,4477.128856,9.421154,26.640082,42.012799,2696.255033,71.562769,120.42138,0.32784,80.312162,50.870423,2625.384567,25.181969,50.716019,3093.470008,22.839699,65.938498,228.222335,341.643413,94.599761,77.302763,31.904151,9.264606,25.696275,6.80792,18.446488,1.746613,32.968322,14.372946,23.900133,1.220842,18.116785,2.323004,4.901816,2.358461,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.185503,38.970423,47.216019,47.445735,41.105813,18.113491,50.0,Stable
4.406,0.250759,3668.159772,4489.635612,9.337352,26.83737,42.482308,2696.483213,72.367521,120.437274,0.3291,80.3293,51.228031,2625.26299,24.942895,51.341623,3092.863602,22.908348,65.942682,228.103217,341.333656,94.599228,77.297471,31.758586,9.323473,26.012308,6.889799,18.87125,1.714586,33.098441,14.25307,24.124853,1.313897,18.459395,2.355174,4.943928,2.235005,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.208321,39.328031,47.841623,47.445735,41.105813,18.113491,50.0,Stable
4.42,0.250855,3676.49503,4545.347198,9.400977,26.928608,41.945424,2696.702221,71.809633,120.447864,0.32831,80.324422,51.184712,2626.144577,24.627071,49.330846,3093.03039,23.405981,65.936399,228.396988,341.460638,94.590351,77.280039,31.758586,9.323473,26.012308,6.889799,18.87125,1.714586,33.098441,14.25307,24.124853,1.313897,18.459395,2.355174,4.943928,2.235005,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.230222,39.284712,45.830846,47.445735,41.105813,18.113491,50.0,Stable
4.434,0.250683,3652.398648,4499.201362,9.329203,26.797553,42.33308,2696.753463,71.991073,120.42966,0.328248,80.316017,49.816647,2625.273594,24.902297,51.229829,3092.880985,22.753785,65.929187,231.131662,341.183131,94.598613,77.293964,31.758586,9.323473,26.012308,6.889799,18.87125,1.714586,33.098441,14.25307,24.124853,1.313897,18.459395,2.355174,4.943928,2.235005,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.235346,37.916647,47.729829,47.445735,41.105813,18.113491,50.0,Stable
4.448,0.249943,3681.370625,4521.698104,9.409528,26.61608,42.328181,2696.311615,71.787298,120.430576,0.330597,80.313445,49.851954,2625.367577,25.478978,50.885963,3092.915181,23.038137,65.949753,227.961614,341.068145,94.601513,77.286746,31.758586,9.323473,26.012308,6.889799,18.87125,1.714586,33.098441,14.25307,24.124853,1.313897,18.459395,2.355174,4.943928,2.235005,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.191161,37.951954,47.385963,47.445735,41.105813,18.113491,50.0,Stable
4.462,0.24868,3662.084795,4514.828275,9.384351,26.637396,42.149328,2696.081598,71.957047,120.438117,0.329776,80.307949,48.788312,2625.387831,25.45715,49.339431,3093.243471,22.420897,65.944324,231.131013,340.978724,94.600586,77.299277,31.758586,9.323473,26.012308,6.889799,18.87125,1.714586,33.098441,14.25307,24.124853,1.313897,18.459395,2.355174,4.943928,2.235005,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.16816,36.888312,45.839431,47.445735,41.105813,18.113491,50.0,Stable
4.475,0.251741,3668.044569,4473.702104,9.372045,26.817547,41.742357,2695.990107,71.05983,120.444652,0.328246,80.322184,50.529254,2625.46769,24.731938,49.333526,3093.429194,22.895225,65.93324,229.578409,341.360081,94.595558,77.30977,31.758586,9.323473,26.012308,6.889799,18.87125,1.714586,33.098441,14.25307,24.124853,1.313897,18.459395,2.355174,4.943928,2.235005,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.159011,38.629254,45.833526,47.445735,41.105813,18.113491,50.0,Stable
4.489,0.25137,3662.650625,4518.635751,9.424329,26.87438,42.498253,2696.909464,72.552192,120.44421,0.329624,80.318524,49.27816,2625.387269,24.732267,50.102194,3092.941004,22.609377,65.935733,227.917523,341.110968,94.61013,77.284471,31.758586,9.323473,26.012308,6.889799,18.87125,1.714586,33.098441,14.25307,24.124853,1.313897,18.459395,2.355174,4.943928,2.235005,0.015053,0.828216,0.110422,53.853737,44.522356,63.05263,53.979707,24.643558,61.301921,22.21,39.250946,37.37816,46.602194,47.445735,41.105813,18.113491,50.0,Stable
4.503,0.248561,3681.729612,4480.419748,9.35665,27.180231,42.330519,2696.434385,71.855092,120.444481,0.331662,80.321815,50.445325,2625.54163,25.163764,49.672655,3093.230711,22.776522,65.930099,229.395022,341.576123,94.612321,77.284963,32.222997,9.208939,26.12689,6.871587,18.636824,1.71292,32.264524,14.212274,23.642589,1.113597,18.155653,2.354359,4.948005,2.396703,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.203439,38.545325,46.172655,47.445735,41.105813,18.113491,50.0,Stable
4.517,0.250466,3690.093435,4522.97484,9.380707,27.233641,42.226801,2696.658035,72.045207,120.432615,0.330137,80.309543,51.65129,2625.568285,25.541002,49.626094,3093.664875,23.044829,65.927854,226.289223,341.153839,94.609221,77.289499,32.222997,9.208939,26.12689,6.871587,18.636824,1.71292,32.264524,14.212274,23.642589,1.113597,18.155653,2.354359,4.948005,2.396703,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.225803,39.75129,46.126094,47.445735,41.105813,18.113491,50.0,Stable
4.531,0.25154,3666.588117,4519.36001,9.370926,26.811923,42.205082,2696.027084,71.491776,120.448328,0.331253,80.320236,49.587581,2625.895377,25.116044,48.976184,3093.658969,22.650761,65.923232,229.697094,341.17181,94.588573,77.305706,32.222997,9.208939,26.12689,6.871587,18.636824,1.71292,32.264524,14.212274,23.642589,1.113597,18.155653,2.354359,4.948005,2.396703,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.162708,37.687581,45.476184,47.445735,41.105813,18.113491,50.0,Stable
4.545,0.250928,3640.080628,4548.733858,9.337534,26.862957,42.748602,2696.383008,71.496728,120.423047,0.329628,80.315682,50.060629,2625.747585,25.128557,49.666698,3093.460484,23.110767,65.942159,228.968295,341.333199,94.600485,77.28077,32.222997,9.208939,26.12689,6.871587,18.636824,1.71292,32.264524,14.212274,23.642589,1.113597,18.155653,2.354359,4.948005,2.396703,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.198301,38.160629,46.166698,47.445735,41.105813,18.113491,50.0,Stable
4.559,0.251133,3660.613869,4533.564294,9.381711,26.925304,42.601713,2697.249097,72.009476,120.417468,0.329433,80.324161,48.900142,2625.310592,24.675462,50.814708,3093.011937,23.56294,65.943217,228.964803,341.260858,94.594602,77.290559,32.222997,9.208939,26.12689,6.871587,18.636824,1.71292,32.264524,14.212274,23.642589,1.113597,18.155653,2.354359,4.948005,2.396703,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.28491,37.000142,47.314708,47.445735,41.105813,18.113491,50.0,Stable
4.572,0.25081,3662.336835,4516.151597,9.379588,26.990785,42.377075,2697.246409,72.060034,120.445655,0.332011,80.320162,51.444319,2625.325851,24.890705,50.992977,3093.166022,23.314715,65.943372,228.423456,341.070966,94.609186,77.297073,32.222997,9.208939,26.12689,6.871587,18.636824,1.71292,32.264524,14.212274,23.642589,1.113597,18.155653,2.354359,4.948005,2.396703,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.284641,39.544319,47.492977,47.445735,41.105813,18.113491,50.0,Stable
4.586,0.250021,3668.490459,4541.425701,9.297282,27.11915,41.90443,2696.769779,71.472324,120.436451,0.327603,80.30594,50.45439,2625.832809,24.735531,50.210617,3092.882392,22.735699,65.927388,228.390193,341.168034,94.592814,77.295151,32.222997,9.208939,26.12689,6.871587,18.636824,1.71292,32.264524,14.212274,23.642589,1.113597,18.155653,2.354359,4.948005,2.396703,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.236978,38.55439,46.710617,47.445735,41.105813,18.113491,50.0,Stable
4.6,0.250701,3647.570637,4489.266086,9.360735,26.581259,42.463333,2696.566839,72.287993,120.438445,0.330424,80.321961,50.258253,2625.861322,24.50786,49.643121,3093.455553,22.713638,65.938597,229.341468,341.096389,94.604736,77.307321,32.222997,9.208939,26.12689,6.871587,18.636824,1.71292,32.264524,14.212274,23.642589,1.113597,18.155653,2.354359,4.948005,2.396703,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.216684,38.358253,46.143121,47.445735,41.105813,18.113491,50.0,Stable
4.614,0.250846,3691.163348,4490.458374,9.332606,27.131634,42.510323,2696.880194,71.556441,120.414775,0.328408,80.325021,50.397049,2625.485447,24.54924,49.384272,3092.823216,22.596538,65.941197,228.444343,341.548495,94.605548,77.293935,32.52699,9.225343,26.322564,6.776745,18.485208,1.683054,32.931539,14.393303,24.000408,1.325155,18.337601,2.341414,4.838384,2.368274,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.248019,38.497049,45.884272,47.445735,41.105813,18.113491,50.0,Stable
4.628,0.249486,3683.34582,4482.285332,9.27679,26.613566,42.412372,2696.517193,72.128117,120.439846,0.328582,80.315342,49.146312,2626.130978,24.268165,50.890826,3093.589727,22.796014,65.923943,227.214018,341.326239,94.589143,77.290805,32.52699,9.225343,26.322564,6.776745,18.485208,1.683054,32.931539,14.393303,24.000408,1.325155,18.337601,2.341414,4.838384,2.368274,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.211719,37.246312,47.390826,47.445735,41.105813,18.113491,50.0,Stable
4.642,0.25125,3643.905246,4477.055649,9.284695,26.823401,42.170157,2696.21324,72.868044,120.42197,0.329959,80.32875,50.27198,2625.825075,25.705246,47.674849,3093.036953,23.033719,65.933005,229.865742,341.402742,94.61189,77.313232,32.52699,9.225343,26.322564,6.776745,18.485208,1.683054,32.931539,14.393303,24.000408,1.325155,18.337601,2.341414,4.838384,2.368274,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.181324,38.37198,44.174849,47.445735,41.105813,18.113491,50.0,Stable
4.655,0.250525,3648.756499,4513.271885,9.338744,26.82463,42.110653,2696.940724,71.929227,120.419543,0.330223,80.329494,50.238057,2625.902761,24.520564,47.927827,3092.768438,23.010929,65.916836,229.018805,341.216737,94.604186,77.293851,32.52699,9.225343,26.322564,6.776745,18.485208,1.683054,32.931539,14.393303,24.000408,1.325155,18.337601,2.341414,4.838384,2.368274,0.022746,0.814116,0.102865,53.308472,42.246579,63.05263,53.979707,24.643558,61.301921,22.21,39.254072,38.338057,44.427827,47.445735,41.105813,18.113491,50.0,Stable
