t_h,xmeas_7,xmeas_9,xmeas_10,xmeas_23,xmeas_25,xmv_6
0.088,2694.8601478822843,120.10087561824372,0.3291010582978891,32.14582743911223,26.15461426806254,39.04601478822843
0.091,2695.514529998823,120.10509296415593,0.3272079046799292,32.14582743911223,26.15461426806254,39.1114529998823
0.094,2695.1926894592902,120.11704181743086,0.3284701058806904,32.14582743911223,26.15461426806254,39.07926894592903
0.096,2695.004230929715,120.10395360553221,0.32864712525335066,32.14582743911223,26.15461426806254,39.060423092971504
0.099,2695.3218213681416,120.13138735230962,0.32859412710496877,32.14582743911223,26.15461426806254,39.092182136814166
0.102,2695.655838451471,120.13852283002534,0.32559651287735514,32.04423934264259,26.19738015737934,39.125583845147105
0.105,2695.8359350167825,120.15432491779221,0.3289221838016853,32.04423934264259,26.19738015737934,39.143593501678254
0.108,2695.908500095637,120.14972115785568,0.3306820994992396,32.04423934264259,26.19738015737934,39.150850009563705
0.11,2696.461315093817,120.16219213680392,0.3306129478247117,32.04423934264259,26.19738015737934,39.20613150938171
0.113,2696.8343336811145,120.17296111880688,0.3270742701296344,32.04423934264259,26.19738015737934,39.24343336811145
0.116,2696.128472933435,120.17071460673719,0.32855928778341636,32.04423934264259,26.19738015737934,39.17284729334352
0.119,2696.30051681261,120.1907218971374,0.32847923266402623,32.04423934264259,26.19738015737934,39.19005168126101
0.122,2696.8964415929063,120.21815809845137,0.32903833333049104,32.04423934264259,26.19738015737934,39.24964415929063
0.125,2696.593903640484,120.22835079226756,0.32997261246036325,32.04423934264259,26.19738015737934,39.21939036404839
0.127,2696.89293900485,120.23025322802481,0.3288973265538457,32.04423934264259,26.19738015737934,39.24929390048502
0.13,2696.8577416586627,120.2344491848676,0.32651149540263685,32.04423934264259,26.19738015737934,39.24577416586627
0.133,2696.4355030635697,120.2387243891618,0.3290673222437283,32.04423934264259,26.19738015737934,39.20355030635697
0.136,2697.2979246495224,120.25841466656728,0.32834944673429817,32.04423934264259,26.19738015737934,39.28979246495224
0.139,2696.9091582614205,120.26884897656295,0.329492921252908,32.04423934264259,26.19738015737934,39.250915826142055
0.142,2696.9053848029625,120.28523740509297,0.3284539641102358,32.04423934264259,26.19738015737934,39.25053848029626
0.144,2697.291386377577,120.29745607894603,0.33177641283902554,32.04423934264259,26.19738015737934,39.28913863775771
0.147,2696.9425452590426,120.29656065064994,0.3269368756384294,32.04423934264259,26.19738015737934,39.254254525904265
0.15,2697.2228911649513,120.30912166312862,0.32688357402819646,32.04423934264259,26.19738015737934,39.282289116495136
0.153,2697.376675141626,120.31037321928483,0.3317275883847259,32.04423934264259,26.19738015737934,39.297667514162605
0.156,2697.877775768272,120.33557081311244,0.33071701831069145,32.04423934264259,26.19738015737934,39.3477775768272
0.159,2697.6766618861598,120.34003567893468,0.332155394131203,32.04423934264259,26.19738015737934,39.32766618861598
0.161,2697.3370582773505,120.37401582896803,0.32979338586391155,32.04423934264259,26.19738015737934,39.29370582773505
0.164,2697.6598915344243,120.35015933749058,0.3302694413709512,32.04423934264259,26.19738015737934,39.325989153442436
0.167,2697.2066104416854,120.36295999374032,0.32893795339075543,32.04423934264259,26.19738015737934,39.28066104416854
0.17,2697.6404170236588,120.38778013929584,0.3301502628889896,32.04423934264259,26.19738015737934,39.324041702365875
0.173,2697.623939774364,120.38992095207148,0.32897466722572716,32.04423934264259,26.19738015737934,39.32239397743639
0.175,2697.672454653444,120.4012543697998,0.3290471725284025,32.04423934264259,26.19738015737934,39.327245465344426
0.178,2697.1872608902195,120.41183770520472,0.32903601915569985,32.04423934264259,26.19738015737934,39.27872608902195
0.181,2697.3834029082445,120.39723465219741,0.3280511150356197,32.04423934264259,26.19738015737934,39.298340290824456
0.184,2697.5236963357092,120.4228627064404,0.32985392803468355,32.04423934264259,26.19738015737934,39.312369633570924
0.187,2697.1583965239647,120.42397967291114,0.3323123261166857,32.04423934264259,26.19738015737934,39.27583965239647
0.19,2697.334235523291,120.43581461248722,0.33108846913725987,32.04423934264259,26.19738015737934,39.29342355232912
0.192,2697.2017958909646,120.43661303954799,0.3320187803651973,32.04423934264259,26.19738015737934,39.28017958909646
0.195,2697.187213286668,120.44593110564134,0.33348066389272013,32.04423934264259,26.19738015737934,39.27872132866679
0.198,2697.3462993416138,120.46349370421513,0.32937475679659617,32.04423934264259,26.19738015737934,39.29462993416138
0.201,2696.7472596206985,120.45399572439769,0.3283241662056906,32.44156265166977,25.978309623004485,39.23472596206985
0.204,2697.237903797929,120.45414503163819,0.32812981666488217,32.44156265166977,25.978309623004485,39.283790379792904
0.207,2697.200917201532,120.47646042976838,0.33019434897235117,32.44156265166977,25.978309623004485,39.28009172015319
0.209,2696.9901169175832,120.46397835127149,0.3303738014403726,32.44156265166977,25.978309623004485,39.259011691758325
0.212,2697.277526837674,120.47300410461646,0.32915307825371787,32.44156265166977,25.978309623004485,39.28775268376741
0.215,2696.9659171078692,120.47187753315204,0.3331213753866657,32.44156265166977,25.978309623004485,39.25659171078693
0.218,2696.5012628498403,120.49578187208381,0.3303985061878083,32.44156265166977,25.978309623004485,39.21012628498403
0.221,2697.5553712366436,120.49006559160702,0.3307704837731823,32.44156265166977,25.978309623004485,39.31553712366436
0.224,2696.6837304322617,120.5000814736229,0.32911045036277514,32.44156265166977,25.978309623004485,39.22837304322617
0.227,2697.0496545949222,120.49109849167694,0.3292479715654775,32.44156265166977,25.978309623004485,39.264965459492224
0.229,2696.7169868059514,120.49150395004908,0.3259694488851164,32.44156265166977,25.978309623004485,39.23169868059514
0.232,2696.8173706408797,120.49040896812842,0.3285939283531787,32.44156265166977,25.978309623004485,39.24173706408798
0.235,2696.571165840994,120.49776336624878,0.3309591826585572,32.44156265166977,25.978309623004485,39.217116584099415
0.238,2696.7605832008126,120.49898889869367,0.3284261183035842,32.44156265166977,25.978309623004485,39.236058320081256
0.241,2696.9361363786466,120.51947778021672,0.3334249750385984,32.44156265166977,25.978309623004485,39.25361363786466
0.244,2696.054104050132,120.52449813928301,0.33127784085677253,32.44156265166977,25.978309623004485,39.16541040501321
0.246,2696.4866746579983,120.51064621732264,0.33090193581220073,32.44156265166977,25.978309623004485,39.20866746579983
0.249,2696.510927388064,120.5027299305613,0.33067998737690435,32.44156265166977,25.978309623004485,39.21109273880639
0.252,2696.183327557614,120.51711753813939,0.3312321195161802,32.44156265166977,25.978309623004485,39.17833275576142
0.255,2696.11484366921,120.53346897237779,0.32810777812465025,32.44156265166977,25.978309623004485,39.171484366921014
0.258,2696.656878675633,120.50614720086192,0.3267909036824147,32.44156265166977,25.978309623004485,39.225687867563295
0.261,2696.0126214582856,120.52545492349678,0.3274448481807863,32.44156265166977,25.978309623004485,39.16126214582856
0.263,2695.7619891375753,120.52116484217512,0.3291124214906177,32.44156265166977,25.978309623004485,39.136198913757525
0.266,2695.911224679791,120.50768950931024,0.3252992761579191,32.44156265166977,25.978309623004485,39.151122467979086
0.269,2696.3140160231137,120.5383625300391,0.32824217407259987,32.44156265166977,25.978309623004485,39.19140160231137
0.272,2696.0626831378822,120.51352551393461,0.3290790126367225,32.44156265166977,25.978309623004485,39.16626831378822
0.275,2696.0756294230855,120.51348317972527,0.3297408224695409,32.44156265166977,25.978309623004485,39.16756294230855
0.278,2696.061488923478,120.50859215270519,0.3303303798061716,32.44156265166977,25.978309623004485,39.166148892347806
0.28,2695.572222997001,120.50956556205615,0.3291728591246209,32.44156265166977,25.978309623004485,39.11722229970011
0.283,2695.895048663216,120.51615136164163,0.3261580831395056,32.44156265166977,25.978309623004485,39.149504866321614
0.286,2695.8184754888,120.53546120390382,0.32606620029362277,32.44156265166977,25.978309623004485,39.14184754887998
0.289,2695.9374450578252,120.51771488973183,0.3305082365264918,32.44156265166977,25.978309623004485,39.15374450578253
0.292,2695.3709967809828,120.50329046232271,0.32930774196109497,32.44156265166977,25.978309623004485,39.097099678098274
0.295,2696.5205546830616,120.52244691266694,0.3312671369651446,32.44156265166977,25.978309623004485,39.21205546830616
0.297,2695.25134446013,120.51082437002069,0.33011887852006183,32.44156265166977,25.978309623004485,39.085134446013
0.3,2695.959226501637,120.51557930443009,0.3269020896834064,32.44156265166977,25.978309623004485,39.155922650163724
0.303,2695.1280957440604,120.49697965476717,0.32671021895304864,31.739422992081373,26.177547389064873,39.07280957440604
0.306,2695.7751767024592,120.50552921208734,0.33006686794167434,31.739422992081373,26.177547389064873,39.13751767024593
0.309,2696.021543857885,120.50317712109731,0.3288878050384923,31.739422992081373,26.177547389064873,39.16215438578848
0.312,2695.527736363,120.50204800233952,0.32628487679767076,31.739422992081373,26.177547389064873,39.112773636299984
0.314,2695.687056429707,120.48822188769002,0.32770952209496995,31.739422992081373,26.177547389064873,39.128705642970694
0.317,2696.2316281367202,120.48410314718558,0.32609567610638507,31.739422992081373,26.177547389064873,39.18316281367203
0.32,2695.505640533359,120.52538580198265,0.3282607590780249,31.739422992081373,26.177547389064873,39.11056405333589
0.323,2695.193344646067,120.50804728131705,0.326165352034137,31.739422992081373,26.177547389064873,39.07933446460671
0.326,2695.452478691779,120.50793578334991,0.32844635941295164,31.739422992081373,26.177547389064873,39.105247869177916
0.329,2695.5846482492184,120.48102921813907,0.3293857602468997,31.739422992081373,26.177547389064873,39.118464824921844
0.331,2695.816425344413,120.49903442243833,0.3275918708114904,31.739422992081373,26.177547389064873,39.14164253444129
0.334,2694.7925998748456,120.5062821703176,0.33259722145965026,31.739422992081373,26.177547389064873,39.039259987484556
0.337,2695.5040310057943,120.47927012336676,0.32918714385794595,31.739422992081373,26.177547389064873,39.11040310057943
0.34,2695.737660304812,120.50393302582647,0.32918152308942433,31.739422992081373,26.177547389064873,39.1337660304812
0.343,2694.755099387689,120.49616513911954,0.32480992460293173,31.739422992081373,26.177547389064873,39.0355099387689
0.345,2694.4532618511553,120.480454803841,0.3257477255316966,31.739422992081373,26.177547389064873,39.00532618511553
0.348,2695.9302824361357,120.49736454350702,0.3277455662226705,31.739422992081373,26.177547389064873,39.153028243613576
0.351,2694.7906649489605,120.49449558770428,0.32888189009142,31.739422992081373,26.177547389064873,39.039066494896055
0.354,2695.1023901810354,120.47773821127844,0.3271667635320803,31.739422992081373,26.177547389064873,39.07023901810354
0.357,2695.2369632268483,120.4729543670066,0.3301644656309449,31.739422992081373,26.177547389064873,39.08369632268483
0.36,2695.6632159559936,120.50601385757903,0.32922860646441005,31.739422992081373,26.177547389064873,39.12632159559936
0.362,2695.575617573053,120.49660083673804,0.32704025303513906,31.739422992081373,26.177547389064873,39.1175617573053
0.365,2695.081406382213,120.48161714934156,0.3295403408215495,31.739422992081373,26.177547389064873,39.068140638221315
0.368,2694.9643022757696,120.48704101456923,0.3320327915698524,31.739422992081373,26.177547389064873,39.05643022757696
0.371,2695.401896500951,120.47877465583731,0.3276067077685681,31.739422992081373,26.177547389064873,39.10018965009509
0.374,2694.7800797315754,120.48281708162823,0.3286364529518858,31.739422992081373,26.177547389064873,39.03800797315754
0.377,2695.075296802069,120.48511726596666,0.3267248125115567,31.739422992081373,26.177547389064873,39.06752968020688
0.379,2695.0745635605967,120.47761934689443,0.3291997584948459,31.739422992081373,26.177547389064873,39.06745635605968
0.382,2694.6728978024516,120.44914587342112,0.32416937290645764,31.739422992081373,26.177547389064873,39.02728978024517
0.385,2694.6535947511006,120.47144991262722,0.3272431778744911,31.739422992081373,26.177547389064873,39.025359475110065
0.388,2694.592758821299,120.47035481300226,0.3274097189874015,31.739422992081373,26.177547389064873,39.0192758821299
0.391,2694.9855403154584,120.4618974750848,0.3272789804118211,31.739422992081373,26.177547389064873,39.05855403154584
0.394,2694.790139173504,120.46196183601873,0.3302226830286962,31.739422992081373,26.177547389064873,39.0390139173504
0.396,2695.03913121757,120.47202571990735,0.3299113253620368,31.739422992081373,26.177547389064873,39.06391312175698
0.399,2694.6511955249675,120.46840877519007,0.3282957369907738,31.739422992081373,26.177547389064873,39.025119552496754
0.402,2694.81211493664,120.45265921608097,0.32434461289400535,31.94922988711668,26.220906051332907,39.04121149366398
0.405,2694.79836231917,120.46160135748394,0.32565759820750984,31.94922988711668,26.220906051332907,39.03983623191699
0.408,2694.9924817042647,120.4476686703999,0.32859370339073857,31.94922988711668,26.220906051332907,39.05924817042647
0.411,2694.664554672207,120.46676879656107,0.32999160882204737,31.94922988711668,26.220906051332907,39.02645546722071
0.413,2694.8137622300387,120.45867881132065,0.3270559752090133,31.94922988711668,26.220906051332907,39.04137622300387
0.416,2694.8850973708927,120.46155790916823,0.329262919910638,31.94922988711668,26.220906051332907,39.048509737089276
0.419,2694.5143436132053,120.46994791551974,0.3285850293212255,31.94922988711668,26.220906051332907,39.011434361320525
0.422,2695.0770405088224,120.4598265949255,0.32572614685258944,31.94922988711668,26.220906051332907,39.06770405088224
0.425,2694.9706438680823,120.46717101441979,0.3278036318748393,31.94922988711668,26.220906051332907,39.057064386808236
0.428,2694.6568152015243,120.46794676863553,0.32979838897428465,31.94922988711668,26.220906051332907,39.02568152015243
0.43,2695.076348623173,120.46332256900422,0.32665347128540984,31.94922988711668,26.220906051332907,39.06763486231731
0.433,2695.0452818593626,120.46486088741683,0.32721732444397666,31.94922988711668,26.220906051332907,39.06452818593626
0.436,2694.2957853634534,120.45223622742546,0.3265922345817632,31.94922988711668,26.220906051332907,38.98957853634535
0.439,2695.095796796655,120.45142799684521,0.3263071721233411,31.94922988711668,26.220906051332907,39.069579679665516
0.442,2694.9396570810777,120.44844340550468,0.3280213925368902,31.94922988711668,26.220906051332907,39.053965708107775
0.445,2694.881897694244,120.43920155776627,0.3302604465512497,31.94922988711668,26.220906051332907,39.04818976942439
0.447,2694.5640696005344,120.46372358363628,0.32865856284700545,31.94922988711668,26.220906051332907,39.01640696005344
0.45,2695.0395626035533,120.45274857160146,0.32679627986507764,31.94922988711668,26.220906051332907,39.06395626035534
0.453,2695.373343766598,120.44783440241099,0.3263738037541404,31.94922988711668,26.220906051332907,39.09733437665979
0.456,2695.1772895793547,120.45505124267461,0.32706909844860726,31.94922988711668,26.220906051332907,39.07772895793547
0.459,2694.9024848461418,120.44026346629781,0.3277242893747216,31.94922988711668,26.220906051332907,39.05024848461418
0.462,2695.4363565210665,120.46099874186991,0.33040193069414775,31.94922988711668,26.220906051332907,39.103635652106654
0.465,2694.9162254573107,120.4448328910018,0.3265696528702903,31.94922988711668,26.220906051332907,39.05162254573107
0.467,2695.776864573659,120.44802374147527,0.33031900562144534,31.94922988711668,26.220906051332907,39.137686457365916
0.47,2694.966377965774,120.44250853917441,0.330540963901211,31.94922988711668,26.220906051332907,39.0566377965774
0.473,2694.9460213054635,120.44121625391867,0.3274184979183032,31.94922988711668,26.220906051332907,39.05460213054636
0.476,2694.270842791296,120.46680763035268,0.32901679325830074,31.94922988711668,26.220906051332907,38.987084279129625
0.479,2695.1348056602496,120.4420692803139,0.3264080908754322,31.94922988711668,26.220906051332907,39.07348056602497
0.482,2695.219772360759,120.42987757136603,0.32482353209261494,31.94922988711668,26.220906051332907,39.08197723607592
0.484,2695.5569126899322,120.43124038277814,0.3272618079690084,31.94922988711668,26.220906051332907,39.115691268993224
0.487,2694.9667622388633,120.42646900789958,0.32853069034299015,31.94922988711668,26.220906051332907,39.056676223886335
0.49,2695.6317054117626,120.4120484079246,0.32465811870806055,31.94922988711668,26.220906051332907,39.123170541176265
0.493,2695.222157569835,120.42070954847982,0.3275533777796913,31.94922988711668,26.220906051332907,39.0822157569835
0.496,2695.92890821502,120.42532509034291,0.3281178065390204,31.94922988711668,26.220906051332907,39.15289082150199
0.499,2696.040382616475,120.37880930695523,0.32989025076583806,31.94922988711668,26.220906051332907,39.16403826164752
0.501,2695.8639174858486,120.38214664816815,0.3268834308204199,32.456049712612604,25.71806159350506,39.14639174858486
0.504,2695.3840510731434,120.3736057926149,0.3295477986346974,32.456049712612604,25.71806159350506,39.09840510731434
0.507,2696.047384596766,120.37611447210145,0.32924479493559705,32.456049712612604,25.71806159350506,39.164738459676585
0.51,2696.302868877402,120.3475358253579,0.32771052289954294,32.456049712612604,25.71806159350506,39.19028688774021
0.513,2696.364164515199,120.35567999211928,0.328085137180724,32.456049712612604,25.71806159350506,39.19641645151988
0.516,2697.0708577352752,120.34838651881482,0.3299460465976146,32.456049712612604,25.71806159350506,39.267085773527526
0.518,2696.6451572219958,120.33303427269888,0.3300559225538673,32.456049712612604,25.71806159350506,39.22451572219958
0.521,2696.723656133027,120.31304416073665,0.3299210942684133,32.456049712612604,25.71806159350506,39.23236561330269
0.524,2697.3985256140013,120.31537777025045,0.3290193493736293,32.456049712612604,25.71806159350506,39.29985256140013
0.527,2696.790705207787,120.30790836299364,0.3260713633056839,32.456049712612604,25.71806159350506,39.23907052077872
0.53,2697.817041807142,120.2983576301903,0.32785363298326736,32.456049712612604,25.71806159350506,39.34170418071418
0.533,2697.4337995162828,120.28462858013663,0.3286876143317184,32.456049712612604,25.71806159350506,39.30337995162828
0.535,2697.649390406219,120.28837937670306,0.32895836373230836,32.456049712612604,25.71806159350506,39.324939040621906
0.538,2697.7804865311637,120.27341423850206,0.3274329417869036,32.456049712612604,25.71806159350506,39.33804865311637
0.541,2698.162834523118,120.26269856561638,0.33084948620571075,32.456049712612604,25.71806159350506,39.376283452311796
0.544,2698.7508515165573,120.26469806428422,0.32826974447791685,32.456049712612604,25.71806159350506,39.435085151655734
0.547,2698.5768736764567,120.24772179089825,0.3286257283423777,32.456049712612604,25.71806159350506,39.41768736764567
0.55,2698.8184134324397,120.23031202735045,0.33046018494113555,32.456049712612604,25.71806159350506,39.44184134324397
0.552,2699.163032946262,120.23820912135612,0.3305633455872912,32.456049712612604,25.71806159350506,39.47630329462619
0.555,2699.8320979522778,120.2354587381676,0.3306837960578223,32.456049712612604,25.71806159350506,39.54320979522778
0.558,2699.176583360245,120.22470806628345,0.3328472739169398,32.456049712612604,25.71806159350506,39.47765833602449
0.561,2699.8753768006486,120.20456524586088,0.3342999902726704,32.456049712612604,25.71806159350506,39.54753768006486
0.564,2700.347233697281,120.19337167948615,0.33029377842286145,32.456049712612604,25.71806159350506,39.594723369728094
0.567,2700.2663794085306,120.20956887073666,0.33374554678240004,32.456049712612604,25.71806159350506,39.586637940853066
0.569,2701.094223309944,120.1997997010353,0.33476269377745943,32.456049712612604,25.71806159350506,39.66942233099441
0.572,2701.036467268511,120.20043925180553,0.3319904235598901,32.456049712612604,25.71806159350506,39.6636467268511
0.575,2700.961079826188,120.20792193808825,0.33119433297384504,32.456049712612604,25.71806159350506,39.65610798261879
0.578,2701.2429979344683,120.18403672304434,0.32857262469383064,32.456049712612604,25.71806159350506,39.68429979344684
0.581,2701.902434257468,120.16916389768403,0.32881635197883613,32.456049712612604,25.71806159350506,39.7502434257468
0.584,2702.345950936018,120.18362686288609,0.33105893817142434,32.456049712612604,25.71806159350506,39.79459509360182
0.586,2701.926204512634,120.17315909252703,0.33225836629760586,32.456049712612604,25.71806159350506,39.75262045126338
0.589,2702.8827780670413,120.16601194563752,0.33192042734078503,32.456049712612604,25.71806159350506,39.84827780670413
0.592,2702.6623095174796,120.16570534867768,0.33318180673257936,32.456049712612604,25.71806159350506,39.82623095174796
0.595,2703.3676568912047,120.15262445886901,0.3351050002483325,32.456049712612604,25.71806159350506,39.89676568912047
0.598,2703.487736008752,120.1769682880108,0.33012026565411906,32.456049712612604,25.71806159350506,39.908773600875215
0.601,2703.663205639004,120.17055888285938,0.3327476022652658,31.85011859356678,26.721420950078013,39.926320563900404
0.603,2703.643726824118,120.17630925439892,0.33320898407142124,31.85011859356678,26.721420950078013,39.9243726824118
0.606,2704.2477422837815,120.16247902785425,0.33372645555716696,31.85011859356678,26.721420950078013,39.98477422837815
0.609,2704.1276847129184,120.1582544213381,0.3332268073403821,31.85011859356678,26.721420950078013,39.97276847129184
0.612,2704.9154540219333,120.16918401872329,0.33430734763777953,31.85011859356678,26.721420950078013,40.051545402193334
0.615,2704.80834969949,120.15249995976355,0.3342159888827729,31.85011859356678,26.721420950078013,40.040834969949
0.618,2705.4828514237083,120.16019638239068,0.3324529837977347,31.85011859356678,26.721420950078013,40.10828514237083
0.62,2705.4062977743515,120.16860892044654,0.33603582898694667,31.85011859356678,26.721420950078013,40.10062977743515
0.623,2706.1760258207955,120.1524385706021,0.33182744536975767,31.85011859356678,26.721420950078013,40.17760258207956
0.626,2706.297628318738,120.15310150086059,0.3372900805847691,31.85011859356678,26.721420950078013,40.189762831873814
0.629,2706.5791549749943,120.14656819238706,0.3403428075766374,31.85011859356678,26.721420950078013,40.217915497499426
0.632,2707.1920259941407,120.14887022900972,0.33639629444869096,31.85011859356678,26.721420950078013,40.27920259941408
0.635,2707.104506999866,120.15585873281056,0.3370059510108387,31.85011859356678,26.721420950078013,40.27045069998659
0.637,2707.4776917743784,120.14947867276227,0.3370772519962565,31.85011859356678,26.721420950078013,40.30776917743784
0.64,2707.693069582419,120.1596682651631,0.337386348683596,31.85011859356678,26.721420950078013,40.3293069582419
0.643,2708.1784409309525,120.1669949333463,0.3378346926330046,31.85011859356678,26.721420950078013,40.377844093095256
0.646,2709.1160849600615,120.15737140502017,0.33842346860338224,31.85011859356678,26.721420950078013,40.47160849600615
0.649,2708.882576625307,120.16670541977498,0.33848946236872335,31.85011859356678,26.721420950078013,40.448257662530715
0.651,2708.8796217276586,120.1621267078289,0.3369115446776646,31.85011859356678,26.721420950078013,40.447962172765855
0.654,2709.268304274206,120.16522730619114,0.33759443989564464,31.85011859356678,26.721420950078013,40.4868304274206
0.657,2710.061149432679,120.15976133070501,0.33749348868397816,31.85011859356678,26.721420950078013,40.566114943267905
0.66,2709.643074443631,120.17168063133647,0.33693656733548527,31.85011859356678,26.721420950078013,40.52430744436312
0.663,2709.9787158608096,120.16687514464485,0.33767884589520974,31.85011859356678,26.721420950078013,40.557871586080964
0.666,2710.058602997208,120.17127316843609,0.33793110056562387,31.85011859356678,26.721420950078013,40.56586029972078
0.668,2710.3335227647453,120.17574582550596,0.33900312288861156,31.85011859356678,26.721420950078013,40.59335227647453
0.671,2710.669376961935,120.20109593097895,0.3360898772856806,31.85011859356678,26.721420950078013,40.62693769619351
0.674,2711.4113604850336,120.18816787169528,0.33638583525029914,31.85011859356678,26.721420950078013,40.70113604850336
0.677,2711.252968849657,120.18289472557997,0.3404743403980814,31.85011859356678,26.721420950078013,40.6852968849657
0.68,2711.6488540979376,120.19255518398836,0.3389538234834243,31.85011859356678,26.721420950078013,40.724885409793764
0.683,2711.7313829595255,120.18658971471329,0.34062838163729664,31.85011859356678,26.721420950078013,40.73313829595255
0.686,2712.585190827587,120.18845785668388,0.34012017966877556,31.85011859356678,26.721420950078013,40.818519082758726
0.688,2712.4282885407097,120.21876447813293,0.34163559968019247,31.85011859356678,26.721420950078013,40.80282885407097
0.691,2713.4659995836796,120.18656636083986,0.33985036853370393,31.85011859356678,26.721420950078013,40.90659995836796
0.694,2713.101782351246,120.19966845848447,0.3415998015181582,31.85011859356678,26.721420950078013,40.87017823512461
0.697,2713.5228657291877,120.20093081245359,0.3439277726944655,31.85011859356678,26.721420950078013,40.912286572918774
0.7,2714.201037612284,120.19303933855194,0.34165341581820347,31.85011859356678,26.721420950078013,40.98010376122839
0.702,2714.133327423682,120.20949271796361,0.34132249873325005,31.398672906758495,26.449107303083938,40.97333274236822
0.705,2714.4008496983965,120.20075851358486,0.33693798666159175,31.398672906758495,26.449107303083938,41.000084969839655
0.708,2715.0476267059717,120.2141181588862,0.33984423345823245,31.398672906758495,26.449107303083938,41.06476267059717
0.711,2715.5517485174505,120.20232316084885,0.33977978277938303,31.398672906758495,26.449107303083938,41.11517485174505
0.714,2715.1020207442534,120.21818325774865,0.342572973558997,31.398672906758495,26.449107303083938,41.070202074425346
0.717,2715.282350820251,120.22451747479225,0.3446850668062955,31.398672906758495,26.449107303083938,41.08823508202509
0.72,2716.1783099720287,120.23413135779718,0.3425891676535991,31.398672906758495,26.449107303083938,41.177830997202875
0.722,2715.946949370598,120.20708052667554,0.34401763419794495,31.398672906758495,26.449107303083938,41.15469493705979
0.725,2716.443528686792,120.2251666422515,0.3397298023557668,31.398672906758495,26.449107303083938,41.2043528686792
0.728,2716.9756250113005,120.23414309988792,0.3456622073237329,31.398672906758495,26.449107303083938,41.25756250113005
0.731,2716.7171432947102,120.23661229353068,0.3442255796178262,31.398672906758495,26.449107303083938,41.231714329471025
0.734,2717.2555455365778,120.23535846981463,0.34133171114701333,31.398672906758495,26.449107303083938,41.285554553657775
0.737,2717.491346777094,120.24327842135759,0.34597193448409647,31.398672906758495,26.449107303083938,41.309134677709395
0.739,2717.785053479099,120.23393701591262,0.3435665722966172,31.398672906758495,26.449107303083938,41.338505347909916
0.742,2718.1054973504697,120.23675116074277,0.34264292917129857,31.398672906758495,26.449107303083938,41.37054973504697
0.745,2718.0256511255857,120.22636433825792,0.3434003136276995,31.398672906758495,26.449107303083938,41.36256511255857
0.748,2718.976351277591,120.23576532774256,0.3433859484795512,31.398672906758495,26.449107303083938,41.457635127759126
0.751,2719.0981461605115,120.22722586447273,0.3430930744144297,31.398672906758495,26.449107303083938,41.46981461605115
0.754,2719.2279881150203,120.23068713822674,0.34164650750023307,31.398672906758495,26.449107303083938,41.48279881150203
