t_h,XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),XMV(12),deriv_norm,YY[0],YY[1],YY[2],YY[3],YY[4],YY[5],YY[6],YY[7],YY[8],YY[9],YY[27],YY[28],YY[29],YY[30],YY[31],YY[32],YY[33],YY[34]
0.011000,0.233164,3648.612134,4490.492622,9.245986,26.910584,42.134167,2687.975146,70.968402,120.337436,0.321744,80.244778,49.487075,2617.210017,25.293781,48.644604,3082.413772,22.876138,66.053164,228.960349,341.776015,94.610885,77.307523,63.052630,53.979707,23.659357,61.301921,22.210000,38.357515,37.587075,45.144604,47.445735,41.105813,18.113491,50.000000,9.412876e2,1.065807e1,4.657413e0,7.653843e0,3.989148e-1,2.271695e1,2.941586e0,1.484244e2,1.530048e2,2.694716e0,6.322201e1,1.069007e2,3.085495e1,8.691369e1,2.270327e1,6.178053e1,5.786089e0,1.202595e1,5.611377e0
0.012000,0.236866,3674.048994,4519.437350,9.213682,27.202057,42.470224,2688.108322,71.252509,120.298176,0.321133,80.242615,51.052668,2616.536286,24.898095,49.293161,3082.672559,22.644272,66.060464,227.316767,341.505278,94.599667,77.296292,63.052630,53.979707,23.517303,61.301921,22.210000,38.370832,39.152668,45.793161,47.445735,41.105813,18.113491,50.000000,6.603335e2,1.066011e1,4.657689e0,7.655773e0,3.995229e-1,2.271769e1,2.941554e0,1.484206e2,1.530019e2,2.694379e0,6.322049e1,1.069033e2,3.085540e1,8.691706e1,2.270505e1,6.178157e1,5.786007e0,1.202621e1,5.611488e0
0.013000,0.239919,3675.747588,4505.000915,9.327558,27.003742,42.081323,2687.709356,71.692192,120.299625,0.322853,80.242438,49.194785,2616.663027,25.377316,49.129841,3082.885592,22.612666,66.026123,227.051265,341.461935,94.604252,77.291215,63.052630,53.979707,23.297461,61.301921,22.210000,38.330936,37.294785,45.629841,47.445735,41.105813,18.113491,50.000000,6.432346e2,1.066225e1,4.658005e0,7.657792e0,4.000882e-1,2.271870e1,2.941536e0,1.484170e2,1.529989e2,2.694055e0,6.321950e1,1.069061e2,3.085564e1,8.692075e1,2.270711e1,6.178300e1,5.785947e0,1.202644e1,5.611578e0
0.014000,0.238542,3705.587500,4521.597553,9.431804,27.178064,42.194600,2688.087117,71.709346,120.295230,0.321245,80.247407,50.755568,2617.065919,24.879692,48.493845,3083.312033,22.323440,66.028705,229.708300,341.609390,94.618078,77.290730,63.052630,53.979707,23.288885,61.301921,22.210000,38.368712,38.855568,44.993845,47.445735,41.105813,18.113491,50.000000,6.368637e2,1.066443e1,4.658330e0,7.659843e0,4.006168e-1,2.271991e1,2.941528e0,1.484134e2,1.529959e2,2.693742e0,6.321900e1,1.069090e2,3.085571e1,8.692460e1,2.270936e1,6.178423e1,5.785847e0,1.202663e1,5.611649e0
0.015000,0.235944,3689.197623,4489.332978,9.319952,27.400229,42.147584,2688.721747,71.725776,120.278352,0.319928,80.251021,49.582581,2616.665223,25.477454,51.726316,3082.986723,22.432301,66.056487,227.634259,341.722203,94.604582,77.283275,63.052630,53.979707,23.280669,61.301921,22.210000,38.432175,37.682581,48.226316,47.445735,41.105813,18.113491,50.000000,4.879155e2,1.066664e1,4.658667e0,7.661919e0,4.011156e-1,2.272130e1,2.941529e0,1.484100e2,1.529929e2,2.693440e0,6.321880e1,1.069119e2,3.085569e1,8.692859e1,2.271175e1,6.178547e1,5.785737e0,1.202680e1,5.611710e0
0.016000,0.237132,3678.046964,4504.116135,9.385088,26.929959,42.327808,2688.526354,72.163387,120.272451,0.321986,80.246476,49.515212,2617.333888,24.983084,48.169983,3083.081436,23.086122,66.038150,226.972821,341.761174,94.607202,77.297288,63.052630,53.979707,23.061864,61.301921,22.210000,38.412635,37.615212,44.669983,47.445735,41.105813,18.113491,50.000000,1.476694e3,1.066882e1,4.658991e0,7.663977e0,4.015889e-1,2.272283e1,2.941535e0,1.484068e2,1.529899e2,2.693148e0,6.321892e1,1.069148e2,3.085559e1,8.693262e1,2.271422e1,6.178670e1,5.785622e0,1.202695e1,5.611762e0
0.017000,0.237837,3651.502560,4529.730479,9.420005,26.442556,42.282297,2689.090631,71.444009,120.270911,0.321540,80.267272,49.402358,2617.391986,25.075356,52.159910,3083.230268,22.685896,66.041881,228.120986,341.101037,94.599376,77.301205,63.052630,53.979707,23.421553,61.301921,22.210000,38.469063,37.502358,48.659910,47.445735,41.105813,18.113491,50.000000,1.099262e3,1.067098e1,4.659307e0,7.666020e0,4.020417e-1,2.272450e1,2.941546e0,1.484036e2,1.529869e2,2.692864e0,6.321925e1,1.069176e2,3.085546e1,8.693669e1,2.271674e1,6.178745e1,5.785442e0,1.202708e1,5.611807e0
0.018000,0.235731,3678.866414,4507.879426,9.267294,27.203126,42.188555,2688.419205,70.989519,120.247168,0.323953,80.246753,50.085913,2616.631178,24.733265,50.050869,3083.394672,23.295970,66.036222,229.173358,341.107300,94.604539,77.313465,63.052630,53.979707,23.648798,61.301921,22.210000,38.401920,38.185913,46.550869,47.445735,41.105813,18.113491,50.000000,1.505438e3,1.067309e1,4.659609e0,7.668032e0,4.024767e-1,2.272627e1,2.941560e0,1.484005e2,1.529838e2,2.692589e0,6.321975e1,1.069205e2,3.085531e1,8.694081e1,2.271931e1,6.178790e1,5.785223e0,1.202720e1,5.611849e0
0.019000,0.237804,3685.399055,4512.215350,9.419415,27.079371,42.434201,2689.011775,71.221775,120.224640,0.324832,80.248376,51.407964,2617.853801,25.090722,50.175883,3083.232941,23.057196,66.049705,228.224616,341.347651,94.596132,77.302504,63.052630,53.979707,23.532670,61.301921,22.210000,38.461178,39.507964,46.675883,47.445735,41.105813,18.113491,50.000000,3.444903e2,1.067514e1,4.659892e0,7.670008e0,4.028975e-1,2.272812e1,2.941576e0,1.483975e2,1.529807e2,2.692321e0,6.322041e1,1.069235e2,3.085516e1,8.694494e1,2.272192e1,6.178854e1,5.785028e0,1.202731e1,5.611891e0
0.020000,0.236619,3650.334555,4550.358069,9.318736,27.138030,42.356817,2688.870518,71.562649,120.246753,0.323090,80.255634,48.208102,2616.960473,25.557845,50.900864,3083.606937,23.075925,66.010992,227.968568,341.588724,94.607590,77.306761,63.052630,53.979707,23.362233,61.301921,22.210000,38.447052,36.308102,47.400864,47.445735,41.105813,18.113491,50.000000,8.090849e2,1.067715e1,4.660155e0,7.671943e0,4.033075e-1,2.273007e1,2.941593e0,1.483946e2,1.529776e2,2.692061e0,6.322131e1,1.069265e2,3.085497e1,8.694901e1,2.272457e1,6.179020e1,5.784968e0,1.202744e1,5.611931e0
0.021000,0.237816,3678.890119,4497.906638,9.357568,27.249429,42.132479,2688.409777,71.434047,120.226973,0.322972,80.261879,50.334908,2617.651785,24.633101,49.555813,3083.557898,23.175080,66.048263,226.502253,341.001040,94.592351,77.294672,63.052630,53.979707,23.426534,61.301921,22.210000,38.400978,38.434908,46.055813,47.445735,41.105813,18.113491,50.000000,1.242736e3,1.067909e1,4.660396e0,7.673833e0,4.037072e-1,2.273209e1,2.941612e0,1.483917e2,1.529745e2,2.691808e0,6.322246e1,1.069295e2,3.085473e1,8.695300e1,2.272722e1,6.179118e1,5.784821e0,1.202754e1,5.611959e0
0.022000,0.236166,3660.272192,4516.446874,9.278179,26.891160,41.728511,2688.911739,70.757781,120.208677,0.322490,80.260702,49.637568,2618.257877,25.012923,47.478036,3083.917857,23.050638,66.019681,226.522832,341.561263,94.583852,77.294676,63.052630,53.979707,23.764667,61.301921,22.210000,38.451174,37.737568,43.978036,47.445735,41.105813,18.113491,50.000000,5.320994e2,1.068101e1,4.660637e0,7.675704e0,4.040959e-1,2.273420e1,2.941636e0,1.483890e2,1.529713e2,2.691563e0,6.322365e1,1.069324e2,3.085452e1,8.695702e1,2.272988e1,6.179174e1,5.784620e0,1.202762e1,5.611987e0
0.023000,0.239059,3663.680355,4503.556144,9.322813,27.118062,42.582820,2688.997794,71.955778,120.205361,0.323646,80.245310,50.950635,2617.642082,24.932391,50.035561,3084.376138,22.251242,66.034154,230.722444,341.425590,94.595533,77.295209,63.052630,53.979707,23.165668,61.301921,22.210000,38.459779,39.050635,46.535561,47.445735,41.105813,18.113491,50.000000,1.323193e3,1.068286e1,4.660855e0,7.677516e0,4.044730e-1,2.273636e1,2.941659e0,1.483863e2,1.529682e2,2.691325e0,6.322499e1,1.069354e2,3.085430e1,8.696102e1,2.273256e1,6.179258e1,5.784456e0,1.202771e1,5.612015e0
0.024000,0.235597,3668.309814,4510.806432,9.383692,27.005875,42.142590,2689.357159,72.449870,120.190410,0.322367,80.249329,50.120238,2617.730456,25.455424,51.563698,3084.270868,22.756371,66.030006,230.297180,341.368823,94.600828,77.284710,63.052630,53.979707,22.918623,61.301921,22.210000,38.495716,38.220238,48.063698,47.445735,41.105813,18.113491,50.000000,6.629991e2,1.068465e1,4.661059e0,7.679288e0,4.048416e-1,2.273859e1,2.941685e0,1.483837e2,1.529651e2,2.691094e0,6.322648e1,1.069384e2,3.085408e1,8.696498e1,2.273526e1,6.179395e1,5.784363e0,1.202781e1,5.612041e0
0.025000,0.235778,3653.352984,4501.766286,9.353029,26.819947,42.264667,2688.903656,71.161961,120.207289,0.321958,80.246126,48.988210,2618.013656,25.436549,50.391016,3084.460919,23.208531,66.025770,227.941706,341.756663,94.593177,77.301616,63.052630,53.979707,23.562577,61.301921,22.210000,38.450366,37.088210,46.891016,47.445735,41.105813,18.113491,50.000000,1.105786e3,1.068638e1,4.661243e0,7.681007e0,4.052014e-1,2.274086e1,2.941711e0,1.483812e2,1.529619e2,2.690870e0,6.322817e1,1.069410e2,3.085383e1,8.696887e1,2.273797e1,6.179564e1,5.784313e0,1.202789e1,5.612061e0
0.026000,0.237073,3652.000499,4528.002063,9.323029,27.234797,42.705759,2689.836038,71.013914,120.179423,0.320006,80.259174,47.404836,2618.309291,24.846480,48.856564,3084.582251,22.966821,66.029538,228.653648,341.763300,94.606017,77.304364,63.052630,53.979707,23.636600,61.301921,22.210000,38.543604,35.504836,45.356564,47.445735,41.105813,18.113491,50.000000,6.408580e2,1.068807e1,4.661420e0,7.682689e0,4.055521e-1,2.274320e1,2.941741e0,1.483787e2,1.529587e2,2.690653e0,6.322995e1,1.069437e2,3.085358e1,8.697274e1,2.274068e1,6.179660e1,5.784168e0,1.202795e1,5.612075e0
0.027000,0.238666,3661.441857,4465.078724,9.385889,26.719086,41.752994,2689.257775,71.427602,120.180257,0.323890,80.241797,51.217587,2617.517021,23.801738,50.311289,3084.284792,22.701286,66.039555,231.679621,341.357756,94.602785,77.291391,63.052630,53.979707,23.429757,61.301921,22.210000,38.485778,39.317587,46.811289,47.445735,41.105813,18.113491,50.000000,1.123248e3,1.068971e1,4.661593e0,7.684333e0,4.058916e-1,2.274559e1,2.941772e0,1.483764e2,1.529556e2,2.690443e0,6.323171e1,1.069466e2,3.085337e1,8.697667e1,2.274337e1,6.179597e1,5.783819e0,1.202799e1,5.612086e0
0.028000,0.237659,3642.865834,4496.560337,9.283805,27.138872,42.104734,2689.060411,71.324858,120.163186,0.323829,80.237526,50.263306,2618.138991,25.181869,49.107849,3084.736002,22.881884,66.024625,227.062469,341.505835,94.596919,77.291136,63.052630,53.979707,23.481129,61.301921,22.210000,38.466041,38.363306,45.607849,47.445735,41.105813,18.113491,50.000000,1.403049e3,1.069131e1,4.661760e0,7.685935e0,4.062209e-1,2.274799e1,2.941803e0,1.483741e2,1.529524e2,2.690240e0,6.323343e1,1.069496e2,3.085323e1,8.698068e1,2.274608e1,6.179601e1,5.783556e0,1.202805e1,5.612106e0
0.029000,0.237692,3665.460743,4542.010404,9.358970,26.952020,42.048465,2689.666725,71.127613,120.171696,0.321745,80.249714,50.376003,2618.749158,25.384635,50.598876,3084.719410,22.426046,66.023685,228.994156,341.166223,94.591855,77.292036,63.052630,53.979707,23.579751,61.301921,22.210000,38.526673,38.476003,47.098876,47.445735,41.105813,18.113491,50.000000,4.466489e2,1.069281e1,4.661897e0,7.687465e0,4.065429e-1,2.275040e1,2.941830e0,1.483718e2,1.529493e2,2.690042e0,6.323537e1,1.069526e2,3.085305e1,8.698460e1,2.274881e1,6.179733e1,5.783460e0,1.202812e1,5.612123e0
0.030000,0.241546,3636.414602,4520.992061,9.353573,26.840969,41.970488,2689.365950,71.757699,120.169174,0.321140,80.242051,50.408634,2618.590136,25.301075,50.117022,3084.452856,23.211313,66.034700,227.523159,341.519962,94.601033,77.292528,63.052630,53.979707,23.264708,61.301921,22.210000,38.496595,38.508634,46.617022,47.445735,41.105813,18.113491,50.000000,5.450739e2,1.069428e1,4.662029e0,7.688963e0,4.068602e-1,2.275286e1,2.941860e0,1.483697e2,1.529461e2,2.689850e0,6.323747e1,1.069555e2,3.085283e1,8.698845e1,2.275154e1,6.179892e1,5.783399e0,1.202818e1,5.612133e0
0.031000,0.239046,3660.915242,4485.068217,9.309805,27.071345,42.047836,2689.468928,71.137020,120.139089,0.322818,80.247882,51.204174,2618.653517,25.209549,50.001321,3084.794724,23.014584,66.016144,227.644557,341.533118,94.587889,77.311050,63.052630,53.979707,23.575048,61.301921,22.210000,38.506893,39.304174,46.501321,47.445735,41.105813,18.113491,50.000000,1.143374e2,1.069572e1,4.662155e0,7.690424e0,4.071700e-1,2.275535e1,2.941893e0,1.483676e2,1.529429e2,2.689665e0,6.323972e1,1.069583e2,3.085259e1,8.699223e1,2.275427e1,6.180069e1,5.783363e0,1.202822e1,5.612135e0
0.032000,0.240520,3646.150374,4507.801630,9.369855,26.911780,42.457905,2689.476118,71.687443,120.154874,0.321775,80.250673,51.605394,2619.343453,25.643361,50.602554,3085.099931,22.870755,66.026505,229.753310,341.174233,94.595860,77.276039,63.052630,53.979707,23.299836,61.301921,22.210000,38.507612,39.705394,47.102554,47.445735,41.105813,18.113491,50.000000,4.519335e2,1.069711e1,4.662277e0,7.691848e0,4.074711e-1,2.275789e1,2.941929e0,1.483655e2,1.529398e2,2.689487e0,6.324209e1,1.069610e2,3.085232e1,8.699595e1,2.275701e1,6.180296e1,5.783392e0,1.202827e1,5.612133e0
0.033000,0.240049,3679.307632,4530.754967,9.325911,27.028925,42.328072,2690.092734,71.830852,120.109973,0.324443,80.243854,50.454132,2619.557967,26.033862,50.265500,3085.028060,23.130386,66.034322,228.494059,341.410106,94.588385,77.295933,63.052630,53.979707,23.228132,61.301921,22.210000,38.569273,38.554132,46.765500,47.445735,41.105813,18.113491,50.000000,4.259774e2,1.069845e1,4.662392e0,7.693228e0,4.077637e-1,2.276047e1,2.941968e0,1.483636e2,1.529366e2,2.689316e0,6.324463e1,1.069636e2,3.085202e1,8.699959e1,2.275975e1,6.180597e1,5.783517e0,1.202830e1,5.612124e0
0.034000,0.238774,3667.574603,4473.490833,9.370161,26.694099,42.464944,2690.223929,71.489128,120.137828,0.322352,80.240853,48.597517,2619.104258,25.449068,50.327822,3085.121914,23.124509,65.977849,227.713341,341.411955,94.598901,77.299169,63.052630,53.979707,23.398994,61.301921,22.210000,38.582393,36.697517,46.827822,47.445735,41.105813,18.113491,50.000000,3.812700e2,1.069975e1,4.662502e0,7.694567e0,4.080471e-1,2.276309e1,2.942012e0,1.483617e2,1.529335e2,2.689151e0,6.324732e1,1.069660e2,3.085168e1,8.700314e1,2.276248e1,6.180887e1,5.783627e0,1.202832e1,5.612106e0
0.035000,0.235770,3662.138840,4497.571795,9.294794,26.979981,42.415149,2690.271296,71.584140,120.131874,0.323350,80.265040,49.886268,2619.291543,24.574360,50.125178,3085.918789,23.000457,66.005150,227.808987,341.152495,94.600844,77.274185,63.052630,53.979707,23.351487,61.301921,22.210000,38.587130,37.986268,46.625178,47.445735,41.105813,18.113491,50.000000,1.136368e3,1.070101e1,4.662617e0,7.695872e0,4.083191e-1,2.276576e1,2.942060e0,1.483599e2,1.529303e2,2.688994e0,6.325001e1,1.069685e2,3.085135e1,8.700672e1,2.276520e1,6.181033e1,5.783550e0,1.202830e1,5.612080e0
0.036000,0.238201,3660.187879,4544.560396,9.391997,26.954122,42.776585,2690.029300,71.537735,120.115526,0.323804,80.239830,49.162956,2619.021338,24.814469,50.002923,3085.276987,23.041869,66.024733,228.025832,341.599344,94.607654,77.299418,63.052630,53.979707,23.374690,61.301921,22.210000,38.562930,37.262956,46.502923,47.445735,41.105813,18.113491,50.000000,1.048339e2,1.070224e1,4.662735e0,7.697141e0,4.085788e-1,2.276844e1,2.942111e0,1.483582e2,1.529272e2,2.688843e0,6.325259e1,1.069711e2,3.085109e1,8.701039e1,2.276790e1,6.181109e1,5.783382e0,1.202828e1,5.612057e0
0.037000,0.238678,3658.909243,4512.019164,9.303958,26.877523,42.256877,2690.810628,71.271807,120.122239,0.323356,80.238558,50.265406,2619.275250,24.725598,50.314508,3086.170504,23.001889,66.025342,228.757129,341.514191,94.602767,77.313306,63.052630,53.979707,23.507654,61.301921,22.210000,38.641063,38.365406,46.814508,47.445735,41.105813,18.113491,50.000000,3.190201e2,1.070340e1,4.662841e0,7.698349e0,4.088275e-1,2.277111e1,2.942161e0,1.483565e2,1.529241e2,2.688698e0,6.325515e1,1.069738e2,3.085087e1,8.701412e1,2.277061e1,6.181169e1,5.783190e0,1.202826e1,5.612035e0
0.038000,0.238061,3691.490444,4539.510616,9.372865,26.823830,42.503355,2690.307639,71.708194,120.105406,0.324013,80.244822,51.038333,2619.874165,25.077191,49.401389,3085.543816,23.038235,66.005371,228.098480,341.469940,94.619620,77.284286,63.052630,53.979707,23.289461,61.301921,22.210000,38.590764,39.138333,45.901389,47.445735,41.105813,18.113491,50.000000,4.085034e2,1.070452e1,4.662942e0,7.699514e0,4.090688e-1,2.277377e1,2.942210e0,1.483549e2,1.529211e2,2.688558e0,6.325769e1,1.069766e2,3.085068e1,8.701790e1,2.277331e1,6.181250e1,5.783025e0,1.202825e1,5.612014e0
0.039000,0.235978,3647.118993,4524.597263,9.390905,27.257283,42.013402,2690.430909,72.268791,120.118481,0.324668,80.232058,48.320497,2619.110195,25.775127,50.615800,3086.063828,22.902383,66.003516,228.743460,341.631074,94.601652,77.300796,63.052630,53.979707,23.009162,61.301921,22.210000,38.603091,36.420497,47.115800,47.445735,41.105813,18.113491,50.000000,5.950194e2,1.070557e1,4.663031e0,7.700629e0,4.093040e-1,2.277642e1,2.942258e0,1.483533e2,1.529180e2,2.688423e0,6.326032e1,1.069794e2,3.085048e1,8.702164e1,2.277602e1,6.181424e1,5.782980e0,1.202824e1,5.611992e0
0.040000,0.234453,3648.982396,4540.841613,9.300265,27.250814,42.433162,2690.989194,71.875490,120.104915,0.323917,80.233692,50.961422,2619.193224,24.733957,50.292668,3085.867001,22.927899,66.007911,227.639430,341.370383,94.602299,77.281274,63.052630,53.979707,23.205813,61.301921,22.210000,38.658919,39.061422,46.792668,47.445735,41.105813,18.113491,50.000000,1.100535e3,1.070658e1,4.663113e0,7.701703e0,4.095328e-1,2.277906e1,2.942307e0,1.483519e2,1.529149e2,2.688294e0,6.326305e1,1.069820e2,3.085026e1,8.702534e1,2.277871e1,6.181530e1,5.782846e0,1.202820e1,5.611959e0
0.041000,0.234255,3676.268155,4485.806169,9.293133,27.278921,42.050173,2690.568502,70.950114,120.078098,0.325011,80.223292,50.807344,2619.945634,25.367905,48.767336,3086.094613,23.026329,66.016870,227.482527,341.261644,94.594999,77.314156,63.052630,53.979707,23.668501,61.301921,22.210000,38.616850,38.907344,45.267336,47.445735,41.105813,18.113491,50.000000,8.143838e2,1.070758e1,4.663205e0,7.702757e0,4.097539e-1,2.278172e1,2.942358e0,1.483504e2,1.529119e2,2.688172e0,6.326570e1,1.069847e2,3.085008e1,8.702909e1,2.278140e1,6.181638e1,5.782714e0,1.202817e1,5.611927e0
0.042000,0.238565,3654.163773,4499.053436,9.311698,26.996596,41.882378,2690.491036,71.414595,120.101524,0.323689,80.224117,48.691775,2619.933170,25.362118,49.406541,3086.137802,22.486351,65.999356,227.514528,341.661129,94.613191,77.297880,63.052630,53.979707,23.436260,61.301921,22.210000,38.609104,36.791775,45.906541,47.445735,41.105813,18.113491,50.000000,7.616414e2,1.070851e1,4.663283e0,7.703755e0,4.099669e-1,2.278435e1,2.942408e0,1.483491e2,1.529089e2,2.688054e0,6.326846e1,1.069874e2,3.084987e1,8.703280e1,2.278409e1,6.181842e1,5.782703e0,1.202814e1,5.611892e0
