t_h,XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),XMV(12),deriv_norm,YY[0],YY[1],YY[2],YY[3],YY[4],YY[5],YY[6],YY[7],YY[8],YY[9],YY[27],YY[28],YY[29],YY[30],YY[31],YY[32],YY[33],YY[34]
0.011000,0.247841,3648.612134,4490.492622,9.245986,26.896007,42.137933,2687.900229,70.967850,120.336853,0.342637,80.242452,49.486760,2617.108492,25.293381,48.644581,3082.385344,22.876129,66.053094,228.960814,341.764618,94.610885,77.307523,63.052630,53.979707,24.643558,61.301921,22.210000,40.850023,37.586760,45.144581,47.445735,41.105813,18.113491,50.000000,9.412837e2,1.065802e1,4.657082e0,7.653541e0,3.989678e-1,2.271654e1,2.941506e0,1.484239e2,1.530043e2,2.694689e0,6.322086e1,1.069074e2,3.085332e1,8.691077e1,2.270298e1,6.177817e1,5.785798e0,1.202536e1,5.611098e0
0.012000,0.249325,3674.048994,4519.437350,9.213682,27.187528,42.474066,2688.028467,71.251888,120.297531,0.342029,80.240109,51.052388,2616.429419,24.897702,49.293134,3082.637875,22.644260,66.060382,227.317323,341.493959,94.599667,77.296292,63.052630,53.979707,24.643558,61.301921,22.210000,40.862847,39.152388,45.793134,47.445735,41.105813,18.113491,50.000000,6.603375e2,1.066010e1,4.657322e0,7.655440e0,3.995792e-1,2.271723e1,2.941464e0,1.484200e2,1.530013e2,2.694349e0,6.321930e1,1.069106e2,3.085356e1,8.691374e1,2.270472e1,6.177889e1,5.785677e0,1.202555e1,5.611170e0
0.013000,0.251957,3675.747588,4505.000915,9.327558,26.989545,42.085135,2687.624576,71.691499,120.298916,0.343748,80.239753,49.194542,2616.550841,25.376929,49.129810,3082.843027,22.612652,66.026026,227.051919,341.450956,94.604252,77.291215,63.052630,53.979707,24.643558,61.301921,22.210000,40.822458,37.294542,45.629810,47.445735,41.105813,18.113491,50.000000,6.432642e2,1.066229e1,4.657600e0,7.657426e0,4.001469e-1,2.271818e1,2.941435e0,1.484163e2,1.529983e2,2.694022e0,6.321828e1,1.069140e2,3.085358e1,8.691704e1,2.270674e1,6.178000e1,5.785579e0,1.202570e1,5.611223e0
0.014000,0.251374,3705.587500,4521.597553,9.431804,27.164039,42.198430,2687.997045,71.708577,120.294456,0.342137,80.244539,50.755362,2616.948048,24.879321,48.493811,3083.262112,22.323424,66.028592,229.709059,341.598625,94.618078,77.290730,63.052630,53.979707,24.643558,61.301921,22.210000,40.859705,38.855362,44.993811,47.445735,41.105813,18.113491,50.000000,6.368301e2,1.066452e1,4.657889e0,7.659441e0,4.006776e-1,2.271934e1,2.941416e0,1.484127e2,1.529952e2,2.693706e0,6.321774e1,1.069174e2,3.085345e1,8.692051e1,2.270896e1,6.178093e1,5.785441e0,1.202581e1,5.611257e0
0.015000,0.249202,3689.197623,4489.332978,9.319952,27.386212,42.151490,2688.626284,71.724929,120.277511,0.340817,80.247969,49.582412,2616.541584,25.477091,51.726279,3082.930320,22.432283,66.056357,227.635129,341.711535,94.604582,77.283275,63.052630,53.979707,24.643558,61.301921,22.210000,40.922628,37.682412,48.226279,47.445735,41.105813,18.113491,50.000000,4.879503e2,1.066678e1,4.658187e0,7.661480e0,4.011786e-1,2.272067e1,2.941405e0,1.484092e2,1.529922e2,2.693400e0,6.321751e1,1.069209e2,3.085322e1,8.692412e1,2.271130e1,6.178186e1,5.785294e0,1.202590e1,5.611281e0
0.016000,0.250661,3678.046964,4504.116135,9.385088,26.915943,42.331800,2688.425691,72.162459,120.271541,0.342870,80.243242,49.515083,2617.204697,24.982736,48.169943,3083.018837,23.086102,66.038003,226.973809,341.750600,94.607202,77.297288,63.052630,53.979707,24.643558,61.301921,22.210000,40.902569,37.615083,44.669943,47.445735,41.105813,18.113491,50.000000,1.476691e3,1.066902e1,4.658474e0,7.663501e0,4.016541e-1,2.272215e1,2.941399e0,1.484059e2,1.529891e2,2.693104e0,6.321762e1,1.069244e2,3.085292e1,8.692778e1,2.271373e1,6.178278e1,5.785141e0,1.202597e1,5.611296e0
0.017000,0.252567,3651.502560,4529.730479,9.420005,26.428515,42.286392,2688.985090,71.442999,120.269931,0.342421,80.263861,49.402274,2617.257585,25.075024,52.159868,3083.162023,22.685873,66.041715,228.122097,341.090547,94.599376,77.301205,63.052630,53.979707,24.643558,61.301921,22.210000,40.958509,37.502274,48.659868,47.445735,41.105813,18.113491,50.000000,1.099265e3,1.067123e1,4.658752e0,7.665507e0,4.021093e-1,2.272375e1,2.941397e0,1.484026e2,1.529859e2,2.692817e0,6.321793e1,1.069279e2,3.085258e1,8.693148e1,2.271622e1,6.178322e1,5.784924e0,1.202602e1,5.611305e0
0.018000,0.249336,3678.866414,4507.879426,9.267294,27.189029,42.192764,2688.308849,70.988424,120.246119,0.344829,80.243167,50.085876,2616.491618,24.732951,50.050825,3083.321026,23.295945,66.036037,229.174598,341.096880,94.604539,77.313465,63.052630,53.979707,24.643558,61.301921,22.210000,40.890885,38.185876,46.550825,47.445735,41.105813,18.113491,50.000000,1.505436e3,1.067341e1,4.659016e0,7.667482e0,4.025465e-1,2.272545e1,2.941398e0,1.483994e2,1.529828e2,2.692538e0,6.321842e1,1.069315e2,3.085223e1,8.693522e1,2.271875e1,6.178337e1,5.784668e0,1.202607e1,5.611310e0
0.019000,0.249781,3685.399055,4512.215350,9.419415,27.065500,42.438417,2688.896663,71.220595,120.223520,0.345705,80.244615,51.407976,2617.709153,25.090425,50.175838,3083.152315,23.057170,66.049501,228.225991,341.337550,94.596132,77.302504,63.052630,53.979707,24.643558,61.301921,22.210000,40.949666,39.507976,46.675838,47.445735,41.105813,18.113491,50.000000,3.444925e2,1.067553e1,4.659262e0,7.669419e0,4.029693e-1,2.272725e1,2.941401e0,1.483964e2,1.529796e2,2.692266e0,6.321908e1,1.069350e2,3.085188e1,8.693898e1,2.272131e1,6.178370e1,5.784436e0,1.202611e1,5.611315e0
0.020000,0.248315,3650.334555,4550.358069,9.318736,27.124480,42.360997,2688.750339,71.561379,120.245560,0.343959,80.251695,48.208162,2616.810436,25.557562,50.900818,3083.518446,23.075897,66.010766,227.970087,341.579026,94.607590,77.306761,63.052630,53.979707,24.643558,61.301921,22.210000,40.935034,36.308162,47.400818,47.445735,41.105813,18.113491,50.000000,8.091315e2,1.067760e1,4.659487e0,7.671313e0,4.033809e-1,2.272912e1,2.941404e0,1.483934e2,1.529764e2,2.692002e0,6.321998e1,1.069385e2,3.085149e1,8.694269e1,2.272392e1,6.178507e1,5.784340e0,1.202616e1,5.611319e0
0.021000,0.250152,3678.890119,4497.906638,9.357568,27.236044,42.136672,2688.284162,71.432685,120.225706,0.343836,80.257756,50.335012,2617.496008,24.632848,49.555767,3083.462053,23.175051,66.048015,226.503920,340.991625,94.592351,77.294672,63.052630,53.979707,24.643558,61.301921,22.210000,40.888416,38.435012,46.055767,47.445735,41.105813,18.113491,50.000000,1.242689e3,1.067961e1,4.659689e0,7.673162e0,4.037822e-1,2.273107e1,2.941410e0,1.483904e2,1.529732e2,2.691745e0,6.322113e1,1.069419e2,3.085106e1,8.694633e1,2.272654e1,6.178576e1,5.784157e0,1.202618e1,5.611313e0
0.022000,0.248503,3660.272192,4516.446874,9.278179,26.877816,41.732759,2688.780539,70.756324,120.207334,0.343351,80.256393,49.637718,2618.096226,25.012685,47.477990,3083.815254,23.050608,66.019410,226.524652,341.552050,94.583852,77.294676,63.052630,53.979707,24.643558,61.301921,22.210000,40.938054,37.737718,43.977990,47.445735,41.105813,18.113491,50.000000,5.321003e2,1.068159e1,4.659891e0,7.674991e0,4.041728e-1,2.273310e1,2.941419e0,1.483876e2,1.529700e2,2.691496e0,6.322233e1,1.069453e2,3.085067e1,8.695000e1,2.272916e1,6.178603e1,5.783922e0,1.202620e1,5.611306e0
0.023000,0.249782,3663.680355,4503.556144,9.322813,27.104850,42.587085,2688.860887,71.954224,120.203939,0.344503,80.240815,50.950831,2617.474449,24.932173,50.035515,3084.266122,22.251210,66.033860,230.724424,341.416653,94.595533,77.295209,63.052630,53.979707,24.643558,61.301921,22.210000,40.946089,39.050831,46.535515,47.445735,41.105813,18.113491,50.000000,1.323194e3,1.068351e1,4.660070e0,7.676762e0,4.045518e-1,2.273519e1,2.941428e0,1.483848e2,1.529667e2,2.691254e0,6.322368e1,1.069487e2,3.085027e1,8.695366e1,2.273181e1,6.178658e1,5.783723e0,1.202622e1,5.611299e0
0.024000,0.248401,3668.309814,4510.806432,9.383692,26.992864,42.146854,2689.214732,72.448216,120.188906,0.343220,80.244651,50.120482,2617.557072,25.455219,51.563653,3084.153295,22.756339,66.029687,230.299327,341.360230,94.600828,77.284710,63.052630,53.979707,24.643558,61.301921,22.210000,40.981473,38.220482,48.063653,47.445735,41.105813,18.113491,50.000000,6.629992e2,1.068537e1,4.660236e0,7.678491e0,4.049224e-1,2.273733e1,2.941439e0,1.483821e2,1.529635e2,2.691018e0,6.322519e1,1.069521e2,3.084987e1,8.695728e1,2.273447e1,6.178767e1,5.783596e0,1.202624e1,5.611291e0
0.025000,0.250772,3653.352984,4501.766286,9.353029,26.806721,42.269086,2688.755771,71.160206,120.205704,0.342806,80.241266,48.988505,2617.834582,25.436365,50.390973,3084.338304,23.208498,66.025424,227.944028,341.748063,94.593177,77.301616,63.052630,53.979707,24.643558,61.301921,22.210000,40.935577,37.088505,46.890973,47.445735,41.105813,18.113491,50.000000,1.105786e3,1.068717e1,4.660383e0,7.680170e0,4.052847e-1,2.273953e1,2.941450e0,1.483795e2,1.529602e2,2.690790e0,6.322689e1,1.069554e2,3.084943e1,8.696083e1,2.273714e1,6.178908e1,5.783513e0,1.202625e1,5.611277e0
0.026000,0.250109,3652.000499,4528.002063,9.323029,27.221376,42.710331,2689.683015,71.012057,120.177757,0.340850,80.254136,47.405185,2618.124835,24.846324,48.856523,3084.454829,22.966788,66.029166,228.656148,341.754725,94.606017,77.304364,63.052630,53.979707,24.643558,61.301921,22.210000,41.028301,35.505185,45.356523,47.445735,41.105813,18.113491,50.000000,6.408091e2,1.068893e1,4.660522e0,7.681813e0,4.056381e-1,2.274179e1,2.941465e0,1.483770e2,1.529570e2,2.690568e0,6.322871e1,1.069586e2,3.084899e1,8.696435e1,2.273981e1,6.178975e1,5.783333e0,1.202624e1,5.611256e0
0.027000,0.250423,3661.441857,4465.078724,9.385889,26.705923,41.757559,2689.099980,71.425641,120.178508,0.344730,80.236587,51.217995,2617.327565,23.801616,50.311251,3084.150343,22.701252,66.039157,231.682299,341.349606,94.602785,77.291391,63.052630,53.979707,24.643558,61.301921,22.210000,40.969998,39.317995,46.811251,47.445735,41.105813,18.113491,50.000000,1.123196e3,1.069065e1,4.660659e0,7.683419e0,4.059798e-1,2.274410e1,2.941481e0,1.483745e2,1.529537e2,2.690354e0,6.323052e1,1.069620e2,3.084861e1,8.696794e1,2.274246e1,6.178884e1,5.782949e0,1.202620e1,5.611233e0
0.028000,0.249728,3642.865834,4496.560337,9.283805,27.125964,42.109282,2688.897544,71.322791,120.161354,0.344666,80.232138,50.263769,2617.944224,25.181758,49.107814,3084.594193,22.881850,66.024200,227.065331,341.498122,94.596919,77.291136,63.052630,53.979707,24.643558,61.301921,22.210000,40.949754,38.363769,45.607814,47.445735,41.105813,18.113491,50.000000,1.403104e3,1.069232e1,4.660789e0,7.684981e0,4.063111e-1,2.274642e1,2.941496e0,1.483721e2,1.529505e2,2.690146e0,6.323227e1,1.069654e2,3.084829e1,8.697161e1,2.274514e1,6.178861e1,5.782653e0,1.202619e1,5.611219e0
0.029000,0.249635,3665.460743,4542.010404,9.358970,26.939214,42.053042,2689.498438,71.125438,120.169781,0.342577,80.244145,50.376520,2618.548732,25.384549,50.598844,3084.570749,22.426012,66.023230,228.997213,341.158804,94.591855,77.292036,63.052630,53.979707,24.643558,61.301921,22.210000,41.009844,38.476520,47.098844,47.445735,41.105813,18.113491,50.000000,4.466462e2,1.069390e1,4.660889e0,7.686471e0,4.066350e-1,2.274874e1,2.941507e0,1.483697e2,1.529472e2,2.689943e0,6.323426e1,1.069688e2,3.084793e1,8.697521e1,2.274783e1,6.178965e1,5.782524e0,1.202620e1,5.611202e0
0.030000,0.252957,3636.414602,4520.992061,9.353573,26.828288,41.975085,2689.192141,71.755414,120.167172,0.341969,80.236299,50.409206,2618.383965,25.301012,50.116995,3084.297119,23.211280,66.034215,227.526417,341.512875,94.601033,77.292528,63.052630,53.979707,24.643558,61.301921,22.210000,40.979214,38.509206,46.616995,47.445735,41.105813,18.113491,50.000000,5.450771e2,1.069544e1,4.660984e0,7.687929e0,4.069545e-1,2.275111e1,2.941521e0,1.483675e2,1.529439e2,2.689747e0,6.323641e1,1.069721e2,3.084755e1,8.697874e1,2.275052e1,6.179097e1,5.782430e0,1.202619e1,5.611179e0
0.031000,0.251707,3660.915242,4485.068217,9.309805,27.058769,42.052463,2689.289683,71.134623,120.137000,0.343643,80.241949,51.204802,2618.441711,25.209510,50.001298,3084.632158,23.014551,66.015628,227.648023,341.526353,94.587889,77.311050,63.052630,53.979707,24.643558,61.301921,22.210000,40.988968,39.304802,46.501298,47.445735,41.105813,18.113491,50.000000,9.175580e1,1.069694e1,4.661074e0,7.689350e0,4.072664e-1,2.275352e1,2.941537e0,1.483653e2,1.529406e2,2.689557e0,6.323871e1,1.069753e2,3.084714e1,8.698220e1,2.275322e1,6.179247e1,5.782362e0,1.202616e1,5.611148e0
0.032000,0.252297,3646.150374,4507.801630,9.369855,26.899174,42.462607,2689.291277,71.684932,120.152696,0.342596,80.244557,51.606076,2619.125841,25.643342,50.602537,3084.931138,22.870723,66.025957,229.756990,341.167687,94.595860,77.276039,63.052630,53.979707,24.643558,61.301921,22.210000,40.989128,39.706076,47.102537,47.445735,41.105813,18.113491,50.000000,4.519886e2,1.069840e1,4.661160e0,7.690735e0,4.075700e-1,2.275597e1,2.941557e0,1.483631e2,1.529374e2,2.689374e0,6.324114e1,1.069785e2,3.084670e1,8.698560e1,2.275592e1,6.179448e1,5.782359e0,1.202614e1,5.611113e0
0.033000,0.252739,3679.307632,4530.754967,9.325911,27.016427,42.332805,2689.902638,71.828225,120.107705,0.345260,80.237559,50.454874,2619.334919,26.033863,50.265489,3084.852649,23.130354,66.033741,228.497961,341.403898,94.588385,77.295933,63.052630,53.979707,24.643558,61.301921,22.210000,41.050264,38.554874,46.765489,47.445735,41.105813,18.113491,50.000000,4.260324e2,1.069982e1,4.661239e0,7.692077e0,4.078650e-1,2.275846e1,2.941579e0,1.483611e2,1.529341e2,2.689197e0,6.324375e1,1.069815e2,3.084623e1,8.698892e1,2.275862e1,6.179723e1,5.782451e0,1.202611e1,5.611072e0
0.034000,0.252247,3667.574603,4473.490833,9.370161,26.681539,42.469772,2690.028624,71.486385,120.135469,0.343165,80.234381,48.598318,2618.875813,25.449100,50.327817,3084.940929,23.124479,65.977234,227.717471,341.405951,94.598901,77.299169,63.052630,53.979707,24.643558,61.301921,22.210000,41.062862,36.698318,46.827817,47.445735,41.105813,18.113491,50.000000,3.812129e2,1.070119e1,4.661314e0,7.693380e0,4.081510e-1,2.276099e1,2.941606e0,1.483590e2,1.529308e2,2.689027e0,6.324651e1,1.069844e2,3.084572e1,8.699216e1,2.276132e1,6.179986e1,5.782530e0,1.202606e1,5.611021e0
0.035000,0.248832,3662.138840,4497.571795,9.294794,26.967373,42.420072,2690.071000,71.581280,120.129425,0.344159,80.258393,49.887132,2619.057918,24.574433,50.125180,3085.732402,23.000428,66.004502,227.813344,341.146723,94.600844,77.274185,63.052630,53.979707,24.643558,61.301921,22.210000,41.067100,37.987132,46.625180,47.445735,41.105813,18.113491,50.000000,1.136309e3,1.070253e1,4.661394e0,7.694650e0,4.084256e-1,2.276357e1,2.941638e0,1.483571e2,1.529276e2,2.688865e0,6.324928e1,1.069874e2,3.084523e1,8.699541e1,2.276399e1,6.180105e1,5.782420e0,1.202597e1,5.610962e0
0.036000,0.251308,3660.187879,4544.560396,9.391997,26.941588,42.781562,2689.824268,71.534755,120.112985,0.344610,80.233013,49.163884,2618.782787,24.814570,50.002933,3085.084780,23.041842,66.024050,228.030417,341.593924,94.607654,77.299418,63.052630,53.979707,24.643558,61.301921,22.210000,41.042427,37.263884,46.502933,47.445735,41.105813,18.113491,50.000000,1.048944e2,1.070384e1,4.661478e0,7.695884e0,4.086879e-1,2.276616e1,2.941672e0,1.483553e2,1.529244e2,2.688709e0,6.325194e1,1.069905e2,3.084480e1,8.699877e1,2.276666e1,6.180156e1,5.782220e0,1.202589e1,5.610906e0
0.037000,0.251686,3658.909243,4512.019164,9.303958,26.865052,42.261912,2690.600854,71.268708,120.119608,0.344159,80.231569,50.266400,2619.031759,24.725733,50.314526,3085.972528,23.001864,66.024625,228.761946,341.509112,94.602767,77.313306,63.052630,53.979707,24.643558,61.301921,22.210000,41.120085,38.366400,46.814526,47.445735,41.105813,18.113491,50.000000,3.189572e2,1.070508e1,4.661551e0,7.697057e0,4.089390e-1,2.276873e1,2.941704e0,1.483535e2,1.529212e2,2.688558e0,6.325460e1,1.069936e2,3.084442e1,8.700219e1,2.276933e1,6.180189e1,5.781996e0,1.202580e1,5.610851e0
0.038000,0.250379,3691.490444,4539.510616,9.372865,26.811464,42.508427,2690.093067,71.704973,120.102684,0.344812,80.237660,51.039393,2619.625671,25.077353,49.401416,3085.339760,23.038212,66.004619,228.103534,341.465250,94.619620,77.284286,63.052630,53.979707,24.643558,61.301921,22.210000,41.069307,39.139393,45.901416,47.445735,41.105813,18.113491,50.000000,4.085676e2,1.070627e1,4.661618e0,7.698188e0,4.091826e-1,2.277130e1,2.941736e0,1.483518e2,1.529179e2,2.688414e0,6.325724e1,1.069969e2,3.084406e1,8.700565e1,2.277200e1,6.180244e1,5.781800e0,1.202572e1,5.610798e0
0.039000,0.249000,3647.118993,4524.597263,9.390905,27.245049,42.018503,2690.211583,72.265447,120.115667,0.345464,80.224724,48.321623,2618.856756,25.775314,50.615837,3085.853590,22.902363,66.002728,228.748760,341.626796,94.601652,77.300796,63.052630,53.979707,24.643558,61.301921,22.210000,41.081158,36.421623,47.115837,47.445735,41.105813,18.113491,50.000000,5.950841e2,1.070741e1,4.661673e0,7.699268e0,4.094201e-1,2.277386e1,2.941766e0,1.483501e2,1.529148e2,2.688274e0,6.325997e1,1.070001e2,3.084370e1,8.700908e1,2.277467e1,6.180392e1,5.781724e0,1.202564e1,5.610744e0
0.040000,0.249161,3648.982396,4540.841613,9.300265,27.238522,42.438366,2690.765229,71.872022,120.102009,0.344709,80.226188,50.962616,2618.934961,24.734192,50.292715,3085.651845,22.927882,66.007085,227.644979,341.366363,94.602299,77.281274,63.052630,53.979707,24.643558,61.301921,22.210000,41.136523,39.062616,46.792715,47.445735,41.105813,18.113491,50.000000,1.100469e3,1.070850e1,4.661723e0,7.700308e0,4.096512e-1,2.277641e1,2.941798e0,1.483485e2,1.529116e2,2.688140e0,6.326280e1,1.070033e2,3.084332e1,8.701247e1,2.277733e1,6.180473e1,5.781558e0,1.202554e1,5.610679e0
0.041000,0.248875,3676.268155,4485.806169,9.293133,27.266467,42.055524,2690.340151,70.946521,120.075100,0.345801,80.215620,50.808609,2619.682788,25.368161,48.767395,3085.875433,23.026314,66.016007,227.488326,341.257815,94.594999,77.314156,63.052630,53.979707,24.643558,61.301921,22.210000,41.094015,38.908609,45.267395,47.445735,41.105813,18.113491,50.000000,8.144506e2,1.070958e1,4.661783e0,7.701330e0,4.098749e-1,2.277897e1,2.941831e0,1.483470e2,1.529084e2,2.688011e0,6.326557e1,1.070065e2,3.084297e1,8.701591e1,2.277997e1,6.180555e1,5.781395e0,1.202544e1,5.610614e0
0.042000,0.250954,3654.163773,4499.053436,9.311698,26.984230,41.887783,2690.258463,71.410876,120.098435,0.344476,80.216279,48.693111,2619.665898,25.362405,49.406612,3085.913305,22.486340,65.998454,227.520588,341.657696,94.613191,77.297880,63.052630,53.979707,24.643558,61.301921,22.210000,41.085846,36.793111,45.906612,47.445735,41.105813,18.113491,50.000000,7.616310e2,1.071059e1,4.661829e0,7.702297e0,4.100903e-1,2.278151e1,2.941863e0,1.483455e2,1.529053e2,2.687888e0,6.326846e1,1.070097e2,3.084260e1,8.701930e1,2.278263e1,6.180732e1,5.781353e0,1.202534e1,5.610547e0
