t_h,XMEAS(1),XMEAS(2),XMEAS(3),XMEAS(4),XMEAS(5),XMEAS(6),XMEAS(7),XMEAS(8),XMEAS(9),XMEAS(10),XMEAS(11),XMEAS(12),XMEAS(13),XMEAS(14),XMEAS(15),XMEAS(16),XMEAS(17),XMEAS(18),XMEAS(19),XMEAS(20),XMEAS(21),XMEAS(22),XMV(1),XMV(2),XMV(3),XMV(4),XMV(5),XMV(6),XMV(7),XMV(8),XMV(9),XMV(10),XMV(11),XMV(12),deriv_norm
0.016000,0.001902,42.555355,29.980377,0.121052,31.261851,40.110811,2612.851488,75.080547,119.170528,0.267385,78.758475,48.889766,2537.394972,24.527360,48.345823,2968.009928,22.947680,67.442723,217.533260,344.539265,94.607202,77.297288,0.504421,0.431838,0.197148,0.490415,22.210000,30.845149,36.989766,44.845823,47.445735,41.105813,18.113491,50.000000,1.509528e3
0.017000,0.003920,16.305111,55.956738,0.153057,30.820821,39.985759,2606.284846,74.286543,119.013290,0.260616,78.677499,48.730222,2530.136571,24.579910,52.368673,2959.654745,22.556376,67.581564,217.773400,343.895961,94.599376,77.301205,0.535947,0.458828,0.209470,0.521066,22.210000,30.188485,36.830222,48.868673,47.445735,41.105813,18.113491,50.000000,1.065560e3
0.018000,0.000807,44.520183,35.153263,-0.000065,31.624300,39.814906,2598.580398,73.754181,118.825262,0.256775,78.556425,49.368522,2522.169387,24.199203,50.291123,2951.457225,23.161697,67.708696,217.933339,343.913123,94.604539,77.313465,0.567474,0.485817,0.221792,0.551717,22.210000,29.418040,37.468522,46.791123,47.445735,41.105813,18.113491,50.000000,1.538742e3
0.019000,0.001373,52.259315,40.973995,0.153320,31.541642,39.985308,2592.241703,73.905496,118.630208,0.251491,78.458658,50.646634,2516.298058,24.517661,50.446665,2943.068833,22.927819,67.852806,216.106708,344.159967,94.596132,77.302504,0.599000,0.512807,0.234114,0.582368,22.210000,28.784170,38.746634,46.946665,47.445735,41.105813,18.113491,50.000000,7.296959e2
0.020000,0.000030,18.627891,80.880376,0.055030,31.641408,39.834039,2585.271469,74.162518,118.471879,0.243673,78.367595,47.404024,2508.422779,24.944765,51.202263,2935.340423,22.949204,67.943140,214.983389,344.405255,94.607590,77.306761,0.630526,0.539797,0.246436,0.613019,22.210000,28.087147,35.504024,47.702263,47.445735,41.105813,18.113491,50.000000,7.638177e2
0.021000,0.001991,48.761041,30.370452,0.097004,31.792945,39.537555,2578.084945,73.947310,118.264048,0.237577,78.276552,49.489165,2502.248549,23.989215,49.886359,2927.324315,23.048506,68.107010,212.666250,343.818799,94.592351,77.294672,0.662053,0.566787,0.258757,0.643670,22.210000,27.368495,37.589165,46.386359,47.445735,41.105813,18.113491,50.000000,1.286714e3
0.022000,0.000467,31.812862,50.965617,0.021262,31.469875,39.063979,2571.964049,73.181841,118.050419,0.231218,78.178973,48.751008,2496.098208,24.331595,47.834583,2919.868884,22.929074,68.201793,211.857741,344.371591,94.583852,77.294676,0.693579,0.593777,0.271079,0.674321,22.210000,26.756405,36.851008,44.334583,47.445735,41.105813,18.113491,50.000000,7.041913e2
0.023000,0.001871,36.949553,40.202156,0.069880,31.734655,39.849407,2565.533687,74.288197,117.844782,0.226590,78.068110,50.024135,2488.845937,24.217481,50.417618,2912.629896,22.138831,68.337771,215.240777,344.230194,94.595533,77.295209,0.725105,0.620767,0.283401,0.704972,22.210000,26.113369,38.124135,46.917618,47.445735,41.105813,18.113491,50.000000,1.295212e3
0.024000,0.000615,43.345027,49.625848,0.134972,31.659629,39.341746,2559.479253,74.688347,117.620831,0.219627,77.977401,49.154451,2482.407960,24.704065,51.970163,2904.955329,22.639295,68.452925,214.013725,344.164934,94.600828,77.284710,0.756632,0.647756,0.295723,0.735623,22.210000,25.507925,37.254451,48.470163,47.445735,41.105813,18.113491,50.000000,6.897156e2
0.025000,0.003111,30.178121,42.788530,0.108673,31.511691,39.397599,2552.713795,73.304336,117.422318,0.213631,77.880164,47.983720,2476.277767,24.653006,50.821587,2897.697963,23.083775,68.566053,210.869498,344.544224,94.593177,77.301616,0.788158,0.674746,0.308044,0.766274,22.210000,24.831379,36.083720,47.321587,47.445735,41.105813,18.113491,50.000000,1.131321e3
0.026000,0.002573,30.630808,71.245901,0.083139,31.962547,39.774311,2547.434966,73.058163,117.172961,0.206196,77.799784,46.362055,2470.270094,24.033702,49.308902,2890.508036,22.842389,68.684418,210.811278,344.538561,94.606017,77.304364,0.819684,0.701736,0.320366,0.796925,22.210000,24.303497,34.462055,45.808902,47.445735,41.105813,18.113491,50.000000,6.802159e2
0.027000,0.003013,41.887063,10.556124,0.150535,31.481155,38.758909,2540.748518,73.371850,116.946500,0.204684,77.689590,50.136830,2463.288375,22.962757,50.781738,2883.038319,22.581585,68.805879,213.088282,344.117387,94.602785,77.291391,0.851211,0.728726,0.332688,0.827576,22.210000,23.634852,38.236830,47.281738,47.445735,41.105813,18.113491,50.000000,1.162060e3
0.028000,0.002442,25.132140,44.278932,0.053031,31.935265,39.049192,2534.544769,73.167368,116.696631,0.199335,77.593001,49.144773,2457.829085,24.303459,49.594975,2876.439843,22.756313,68.900198,207.736914,344.248783,94.596919,77.291136,0.882737,0.755716,0.345010,0.858227,22.210000,23.014477,37.244773,46.094975,47.445735,41.105813,18.113491,50.000000,1.364665e3
0.029000,0.002474,49.552103,91.975062,0.132807,31.788252,38.931427,2529.244315,72.866769,116.467107,0.192059,77.513339,49.219924,2452.470604,24.474432,51.104278,2869.467271,22.300931,69.007441,208.941547,343.899363,94.591855,77.292036,0.914263,0.782706,0.357332,0.888878,22.210000,22.484432,37.319924,47.604278,47.445735,41.105813,18.113491,50.000000,6.248825e2
0.030000,0.005922,22.333540,73.205887,0.132042,31.715565,38.793552,2523.130523,73.391995,116.221597,0.186351,77.414100,49.214967,2446.442350,24.359005,50.639557,2862.366808,23.077918,69.124517,206.757759,344.240817,94.601033,77.292528,0.945789,0.809696,0.369653,0.919529,22.210000,21.873052,37.314967,47.139557,47.445735,41.105813,18.113491,50.000000,5.763439e2
0.031000,0.004797,48.663366,39.533190,0.092920,31.984232,38.812322,2517.514384,72.665066,115.943832,0.183023,77.328623,49.972839,2440.739057,24.236054,50.540149,2855.991794,22.877651,69.210003,206.179927,344.241571,94.587889,77.311050,0.977316,0.836685,0.381975,0.950180,22.210000,21.311438,38.072839,47.040149,47.445735,41.105813,18.113491,50.000000,5.942753e2
0.032000,0.005512,35.728711,64.519015,0.157625,31.863092,39.165054,2511.895219,73.107965,115.707517,0.177063,77.240318,50.336222,2435.762826,24.636221,51.157067,2849.693779,22.730275,69.322513,207.602179,343.870497,94.595860,77.276039,1.008842,0.863675,0.394297,0.980831,22.210000,20.749522,38.436222,47.657067,47.445735,41.105813,18.113491,50.000000,5.775589e2
0.033000,0.006080,70.716836,89.725568,0.118342,32.019964,38.978819,2506.977351,73.142687,115.406362,0.174903,77.142573,49.146906,2430.411411,24.993267,50.835694,2843.124977,22.982971,69.430771,205.667904,344.096090,94.588385,77.295933,1.040368,0.890665,0.406619,1.011482,22.210000,20.257735,37.246906,47.335694,47.445735,41.105813,18.113491,50.000000,5.695529e2
0.034000,0.005713,60.815091,34.715163,0.167258,31.724555,39.060679,2501.664501,72.691220,115.174074,0.168065,77.048782,47.251919,2424.490847,24.380113,50.912705,2836.836806,22.973252,69.472722,204.225723,344.087841,94.598901,77.299169,1.071895,0.917655,0.418940,1.042133,22.210000,19.726450,35.351919,47.412705,47.445735,41.105813,18.113491,50.000000,5.297514e2
0.035000,0.002424,57.210880,61.050183,0.096559,32.047459,38.957771,2496.359473,72.675549,114.904358,0.164402,76.982328,48.501874,2419.311396,23.481763,50.721648,2831.380842,22.844275,69.595872,203.677205,343.815793,94.600844,77.274185,1.103421,0.944645,0.431262,1.072784,22.210000,19.195947,36.601874,47.221648,47.445735,41.105813,18.113491,50.000000,1.174514e3
0.036000,0.005024,57.091639,110.293050,0.198433,32.057268,39.267631,2490.858579,72.517638,114.620905,0.160284,76.866638,47.739284,2413.774599,23.689493,50.608272,2824.609358,22.880938,69.708932,203.265824,344.248632,94.607654,77.299418,1.134947,0.971635,0.443584,1.103435,22.210000,18.645858,35.839284,47.108272,47.445735,41.105813,18.113491,50.000000,5.305192e2
0.037000,0.005528,57.644832,80.006218,0.115065,32.018720,38.696993,2486.474676,72.139492,114.357434,0.155354,76.775072,48.802016,2408.866136,23.571638,50.927752,2819.477455,22.835233,69.801175,203.381287,344.153552,94.602767,77.313306,1.166474,0.998625,0.455906,1.134086,22.210000,18.207468,36.902016,47.427752,47.445735,41.105813,18.113491,50.000000,5.405354e2
0.038000,0.004346,92.057931,109.752154,0.188643,32.003320,38.893609,2480.897019,72.463044,114.067606,0.151603,76.691142,49.534646,2404.398610,23.888630,50.021360,2812.933993,22.862848,69.870962,202.119410,344.100214,94.619620,77.284286,1.198000,1.025614,0.468228,1.164737,22.210000,17.649702,37.634646,46.521360,47.445735,41.105813,18.113491,50.000000,4.882565e2
0.039000,0.003092,49.518422,97.093340,0.211356,32.477378,38.354370,2476.033859,72.910279,113.805120,0.147948,76.588259,46.775938,2398.663676,24.550564,51.242769,2807.632181,22.723639,69.957348,202.171362,344.256318,94.601652,77.300796,1.229526,1.052604,0.480549,1.195387,22.210000,17.163386,34.875938,47.742769,47.445735,41.105813,18.113491,50.000000,5.552026e2
0.040000,0.003379,53.213794,115.592263,0.125389,32.511346,38.726127,2471.692177,72.403175,113.513671,0.142965,76.499843,49.375327,2393.870392,23.485873,50.925222,2801.722926,22.735889,70.048088,200.487043,343.991684,94.602299,77.281274,1.261053,1.079594,0.492871,1.226038,22.210000,16.729218,37.475327,47.425222,47.445735,41.105813,18.113491,50.000000,1.140892e3
0.041000,0.003218,82.331541,62.811415,0.122931,32.577357,38.296869,2466.457178,71.363647,113.206904,0.139900,76.399420,49.178915,2389.834119,24.080477,49.403519,2796.354998,22.825480,70.141407,199.763186,343.876232,94.594999,77.314156,1.292579,1.106584,0.505193,1.256689,22.210000,16.205718,37.278915,45.903519,47.445735,41.105813,18.113491,50.000000,7.734234e2
0.042000,0.005422,62.059159,78.313291,0.146169,32.336976,38.082939,2461.650887,71.713709,112.948546,0.134510,76.310308,47.020367,2385.128171,24.039721,50.047109,2790.886249,22.285275,70.206860,199.237605,344.275885,94.613191,77.297880,1.324105,1.133574,0.517515,1.287340,22.210000,15.725089,35.120367,46.547109,47.445735,41.105813,18.113491,50.000000,7.565978e2
0.043000,0.006803,61.584144,103.660387,0.187290,32.463949,38.261707,2457.068362,71.375296,112.672253,0.131992,76.226016,49.752300,2379.874415,23.444257,50.185513,2785.564411,22.539709,70.291938,200.461957,344.361599,94.590310,77.280884,1.355632,1.160564,0.529836,1.317991,22.210000,15.266836,37.852300,46.685513,47.445735,41.105813,18.113491,50.000000,9.695139e2
0.044000,0.005375,60.093995,80.415202,0.238482,32.228353,38.590914,2452.800761,71.270332,112.371673,0.125320,76.140046,48.217853,2375.980032,24.285098,51.157043,2780.040048,22.551249,70.375194,199.230794,343.902421,94.589795,77.291606,1.387158,1.187554,0.542158,1.348642,22.210000,14.840076,36.317853,47.657043,47.445735,41.105813,18.113491,50.000000,9.249255e2
0.045000,0.003950,36.776212,104.140233,0.191932,32.092689,38.406855,2448.670549,71.820823,112.070524,0.121094,76.035716,47.253945,2371.122492,23.894771,49.315428,2775.470580,22.696773,70.455731,200.534947,344.464834,94.605084,77.278482,1.418684,1.214543,0.554480,1.379293,22.210000,14.427055,35.353945,45.815428,47.445735,41.105813,18.113491,50.000000,5.222954e2
0.046000,0.004139,60.818293,138.397982,0.189828,32.331991,38.097227,2444.465755,70.948675,111.772437,0.118999,75.936573,48.713939,2367.228257,23.460711,47.989781,2770.602207,22.355520,70.541118,196.725570,344.020147,94.589613,77.289951,1.450210,1.241533,0.566802,1.409944,22.210000,14.006575,36.813939,44.489781,47.445735,41.105813,18.113491,50.000000,6.875786e2
0.047000,0.006356,75.407739,146.750946,0.224358,32.413189,38.049280,2439.688831,71.075836,111.501075,0.113554,75.866056,49.438223,2362.892371,23.905567,51.540789,2764.788528,21.979364,70.610144,198.545610,343.536294,94.596821,77.304449,1.481737,1.268523,0.579124,1.440595,22.210000,13.528883,37.538223,48.040789,47.445735,41.105813,18.113491,50.000000,1.014149e3
0.048000,0.003814,77.732048,70.761625,0.187708,32.401802,38.230021,2435.947101,71.124258,111.200107,0.114422,75.777604,48.263939,2359.404195,24.101332,50.313506,2760.384024,22.268004,70.671805,199.486627,344.180549,94.600144,77.300415,1.513263,1.295513,0.591445,1.471246,22.210000,13.154710,36.363939,46.813506,47.445735,41.105813,18.113491,50.000000,1.322346e3
0.049000,0.006524,64.978721,93.992520,0.172067,32.368586,38.396551,2432.441910,71.015878,110.913181,0.108344,75.674703,47.038236,2355.073197,23.962790,51.634673,2755.538368,22.410208,70.734259,194.195815,343.922496,94.593020,77.286285,1.544789,1.322503,0.603767,1.501897,22.210000,12.804191,35.138236,48.134673,47.445735,41.105813,18.113491,50.000000,4.122694e2
0.050000,0.005299,88.335257,114.006129,0.269621,32.584719,38.096034,2428.073870,71.172626,110.613944,0.103434,75.580807,46.611378,2350.910660,23.457913,51.845289,2751.101305,22.811362,70.835486,194.571560,344.132099,94.598887,77.300498,1.576316,1.349493,0.616089,1.532548,22.210000,12.367387,34.711378,48.345289,47.445735,41.105813,18.113491,50.000000,7.827244e2
0.051000,0.004152,72.989156,138.364954,0.222559,32.718271,37.925632,2423.546493,70.516441,110.326046,0.104005,75.489344,48.828042,2347.316319,22.875158,50.282113,2746.425801,23.189614,70.883936,196.409080,344.177972,94.611182,77.311490,1.607842,1.376483,0.628411,1.563199,22.210000,11.914649,36.928042,46.782113,47.445735,41.105813,18.113491,50.000000,6.005883e2
0.052000,0.008295,70.127919,108.631494,0.173067,32.836223,38.062896,2419.556937,70.469238,110.043117,0.101390,75.393821,48.525474,2343.485740,23.673606,49.308293,2742.065448,22.753618,70.938541,197.800382,344.227734,94.603343,77.287700,1.639368,1.403472,0.640732,1.593850,22.210000,11.515694,36.625474,45.808293,47.445735,41.105813,18.113491,50.000000,8.413116e2
0.053000,0.006140,94.939045,98.368249,0.213334,32.804304,38.054649,2416.215347,70.452966,109.738805,0.099057,75.317676,48.542027,2340.109204,23.585637,50.285272,2738.274523,22.348583,71.028063,194.538585,344.048840,94.618808,77.297565,1.670895,1.430462,0.653054,1.624501,22.210000,11.181535,36.642027,46.785272,47.445735,41.105813,18.113491,50.000000,7.836330e2
0.054000,0.006501,108.610035,93.137718,0.235547,32.695431,38.078292,2412.415547,70.389524,109.466718,0.091829,75.234458,46.726371,2336.403884,23.777562,49.543844,2733.500100,22.322407,71.070634,195.071063,344.011505,94.591012,77.299522,1.702421,1.457452,0.665376,1.655152,22.210000,10.801555,34.826371,46.043844,47.445735,41.105813,18.113491,50.000000,3.735672e2
0.055000,0.007389,108.328388,100.502402,0.231893,32.977903,37.890559,2409.467796,70.200856,109.180501,0.089234,75.137562,46.925848,2332.769922,23.088189,50.416553,2729.194500,22.205495,71.134512,194.044320,344.684674,94.593396,77.302008,1.733947,1.484442,0.677698,1.685803,22.210000,10.506780,35.025848,46.916553,47.445735,41.105813,18.113491,50.000000,8.641566e2
0.056000,0.004418,73.281604,150.024802,0.244559,32.522533,37.668975,2405.066725,70.308862,108.883755,0.088032,75.030488,47.987444,2329.317227,23.007098,53.242701,2725.307762,22.405590,71.198032,193.004374,344.037835,94.599395,77.303462,1.765474,1.511432,0.690020,1.716454,22.210000,10.066672,36.087444,49.742701,47.445735,41.105813,18.113491,50.000000,3.348429e2
0.057000,0.007599,108.657183,161.267416,0.165734,32.394333,38.220689,2402.018361,70.135469,108.630105,0.087091,74.946668,47.748568,2326.434140,23.171112,49.366142,2721.795637,23.160615,71.249980,193.494195,344.438157,94.592447,77.302321,1.797000,1.538422,0.702341,1.747105,22.210000,9.761836,35.848568,45.866142,47.445735,41.105813,18.113491,50.000000,1.587736e3
0.058000,0.006545,85.642626,119.792745,0.237605,33.061601,37.832842,2398.325451,69.602591,108.343156,0.081951,74.879593,50.050904,2322.420927,23.327933,50.139422,2717.410189,22.477046,71.298892,193.608421,344.254026,94.595990,77.297022,1.828526,1.565411,0.714663,1.777756,22.210000,9.392545,38.150904,46.639422,47.445735,41.105813,18.113491,50.000000,1.208948e3
0.059000,0.007669,109.425432,121.163288,0.252359,32.794738,38.152978,2395.581423,70.632114,108.046486,0.078604,74.792824,46.736546,2319.185419,24.169895,51.926177,2713.600982,22.415272,71.363262,191.441987,344.454363,94.593461,77.276003,1.860053,1.592401,0.726985,1.808407,22.210000,9.118142,34.836546,48.426177,47.445735,41.105813,18.113491,50.000000,1.210961e3
0.060000,0.006583,87.193102,150.941547,0.252184,33.259977,37.887360,2391.806026,69.645994,107.773729,0.075597,74.689703,47.651061,2316.219754,23.161849,52.050999,2710.021996,22.518240,71.421451,190.840731,344.207479,94.608297,77.307701,1.891579,1.619391,0.739307,1.839058,22.210000,8.740603,35.751061,48.550999,47.445735,41.105813,18.113491,50.000000,1.105145e3
0.061000,0.006100,124.133134,150.690020,0.229267,33.133684,37.633902,2388.581690,69.066085,107.478430,0.073679,74.593841,47.647899,2313.353885,23.329367,50.836219,2705.717188,23.037273,71.481620,192.201816,344.084743,94.613937,77.300553,1.923105,1.646381,0.751629,1.869709,22.210000,8.418169,35.747899,47.336219,47.445735,41.105813,18.113491,50.000000,4.639881e2
0.062000,0.009032,91.433030,83.971209,0.275796,33.077577,37.569377,2385.424683,70.314327,107.214205,0.069620,74.518566,46.563010,2309.764620,23.144490,50.647344,2702.146347,22.655681,71.532484,191.318691,344.252456,94.593818,77.312999,1.954632,1.673371,0.763950,1.900360,22.210000,8.102468,34.663010,47.147344,47.445735,41.105813,18.113491,50.000000,3.952229e2
0.063000,0.006191,130.280289,156.347612,0.333959,33.162163,37.661010,2382.734302,69.812615,106.944622,0.068200,74.447375,47.242845,2306.760159,22.739195,50.828542,2698.959207,22.391848,71.552437,193.186957,344.079963,94.611377,77.303473,1.986158,1.700361,0.776272,1.931011,22.210000,7.833430,35.342845,47.328542,47.445735,41.105813,18.113491,50.000000,5.730794e2
0.064000,0.007591,129.862412,111.381730,0.195942,33.057445,37.456237,2379.106948,68.982831,106.683237,0.062519,74.373778,47.531778,2304.147129,22.828504,51.719567,2695.506254,22.547053,71.599942,190.151756,344.336273,94.600052,77.300416,2.017684,1.727351,0.788594,1.961661,22.210000,7.470695,35.631778,48.219567,47.445735,41.105813,18.113491,50.000000,2.962893e2
0.065000,0.007643,105.366897,132.636063,0.303933,33.229318,37.552088,2376.149875,69.246884,106.423622,0.061955,74.271209,46.269271,2301.417345,23.207776,49.667885,2692.342433,22.703952,71.663535,194.107743,344.389009,94.593280,77.322263,2.049210,1.754340,0.800916,1.992312,22.210000,7.174987,34.369271,46.167885,47.445735,41.105813,18.113491,50.000000,4.322875e2
0.066000,0.007960,143.981246,139.673110,0.300121,33.147914,37.705603,2373.365861,69.026669,106.149333,0.056533,74.163148,46.301718,2298.377553,22.661747,52.015577,2688.817813,22.333738,71.721633,190.500365,344.607420,94.604498,77.297452,2.080737,1.781330,0.813237,2.022963,22.210000,6.896586,34.401718,48.515577,47.445735,41.105813,18.113491,50.000000,8.390344e2
0.067000,0.007755,116.892959,184.055373,0.326691,33.483965,37.884111,2370.852371,68.744065,105.893905,0.057851,74.083093,45.475824,2295.736750,22.573810,53.102984,2685.481952,22.812063,71.742682,188.924882,344.560899,94.587145,77.304421,2.112263,1.808320,0.825559,2.053614,22.210000,6.645237,33.575824,49.602984,47.445735,41.105813,18.113491,50.000000,7.919660e2
0.068000,0.008640,111.289534,141.345350,0.275832,33.303940,37.424597,2367.517096,68.320975,105.630895,0.053787,74.004442,46.634075,2293.288814,22.075923,52.262102,2681.689253,23.530560,71.795175,189.776229,344.617503,94.604658,77.301607,2.143789,1.835310,0.837881,2.084265,22.210000,6.311710,34.734075,48.762102,47.445735,41.105813,18.113491,50.000000,9.431758e2
0.069000,0.008628,106.358473,151.105542,0.289732,33.077613,37.764579,2365.255361,68.679269,105.373819,0.048705,73.910729,45.619000,2290.239783,22.374273,49.844366,2680.090680,23.118719,71.857589,189.999452,344.745994,94.610474,77.307448,2.175316,1.862300,0.850203,2.114916,22.210000,6.085536,33.719000,46.344366,47.445735,41.105813,18.113491,50.000000,3.255139e2
0.070000,0.009331,135.287275,154.898449,0.260577,33.071144,37.190913,2362.377187,68.740851,105.126223,0.048092,73.845360,46.271899,2288.182476,21.915847,51.210584,2676.140917,22.518533,71.888377,189.989761,344.514272,94.598030,77.300382,2.206842,1.889290,0.862525,2.145567,22.210000,5.797719,34.371899,47.710584,47.445735,41.105813,18.113491,50.000000,1.222740e3
0.071000,0.009961,123.263441,182.286571,0.380556,33.556626,37.771037,2360.176425,68.927583,104.881603,0.049484,73.771887,47.439174,2285.130587,22.111547,49.701371,2673.087793,22.650317,71.936004,186.692289,344.691975,94.600765,77.288845,2.238368,1.916280,0.874846,2.176218,22.210000,5.577642,35.539174,46.201371,47.445735,41.105813,18.113491,50.000000,2.762324e2
0.072000,0.008532,157.474469,152.832408,0.341856,33.400048,37.582143,2357.257902,68.661351,104.633481,0.044504,73.673754,45.959394,2282.676911,22.500446,51.662701,2670.586682,22.460402,71.958873,189.702569,344.646702,94.602115,77.301276,2.269895,1.943269,0.887168,2.206869,22.210000,5.285790,34.059394,48.162701,47.445735,41.105813,18.113491,50.000000,7.224813e2
